"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PALLASCA (000)",7928,5809,726,674,719
"Sin nivel (001)",693,640,18,23,12
"Educación inicial (002)",8,8,,,
"Primaria (003)",3155,2720,168,130,137
"Secundaria (004)",2184,1575,214,159,236
"Superior no univ. incompleta (005)",344,217,42,38,47
"Superior no univ. completa (006)",501,233,74,81,113
"Superior univ. incompleta (007)",284,152,42,38,52
"Superior univ. completa (008)",759,264,168,205,122
"De 06 a 14 años (010)",104,97,5,1,1
"Sin nivel (011)",8,8,,,
"Primaria (013)",76,69,5,1,1
"Secundaria (014)",20,20,,,
"De 15 a 29 años (020)",2488,1722,281,221,264
"Sin nivel (021)",68,59,3,4,2
"Educación inicial (022)",7,7,,,
"Primaria (023)",701,581,51,36,33
"Secundaria (024)",1186,842,126,95,123
"Superior no univ. incompleta (025)",152,87,25,21,19
"Superior no univ. completa (026)",150,64,28,26,32
"Superior univ. incompleta (027)",96,48,15,15,18
"Superior univ. completa (028)",128,34,33,24,37
"De 30 a 44 años (030)",2688,1803,299,299,287
"Sin nivel (031)",187,163,8,10,6
"Educación inicial (032)",1,1,,,
"Primaria (033)",968,803,63,48,54
"Secundaria (034)",637,453,61,45,78
"Superior no univ. incompleta (035)",124,78,14,14,18
"Superior no univ. completa (036)",250,109,40,45,56
"Superior univ. incompleta (037)",126,68,17,19,22
"Superior univ. completa (038)",395,128,96,118,53
"De 45 a 64 años (040)",1951,1532,126,147,146
"Sin nivel (041)",236,220,5,8,3
"Primaria (043)",1027,901,44,41,41
"Secundaria (044)",286,216,21,19,30
"Superior no univ. incompleta (045)",58,44,2,3,9
"Superior no univ. completa (046)",89,48,6,10,25
"Superior univ. incompleta (047)",53,29,10,4,10
"Superior univ. completa (048)",202,74,38,62,28
"De 65 y más años (050)",697,655,15,6,21
"Sin nivel (051)",194,190,2,1,1
"Primaria (053)",383,366,5,4,8
"Secundaria (054)",55,44,6,,5
"Superior no univ. incompleta (055)",10,8,1,,1
"Superior no univ. completa (056)",12,12,,,
"Superior univ. incompleta (057)",9,7,,,2
"Superior univ. completa (058)",34,28,1,1,4
,,,,,
"URBANA (060)",4358,2882,458,481,537
"Sin nivel (061)",300,269,11,12,8
