"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia GRAU (000)",6167,76,1632,2206,1651,602
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",53,,14,23,16,
"Profes., científicos e intelectuales (002)",689,,129,366,194,
"Técnicos de nivel medio y trab.asimilados (003)",100,,32,49,19,
"Jefes y empleados de oficina (004)",152,,46,72,34,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",385,4,105,148,91,37
"Agricult.trabaj. calif. agrop. y pesqueros (006)",2022,1,280,630,724,387
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",368,,115,148,85,20
"Obreros construc., conf., papel, fab., instr. (008)",261,,85,120,48,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",1589,68,584,473,360,104
"Otra (010)",20,,6,13,1,
"Ocupación no especificada (011)",151,,47,40,31,33
"Desocupado (012)",377,3,189,124,48,13
"Hombres (013)",4542,49,1156,1624,1266,447
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",43,,11,19,13,
"Profes., científicos e intelectuales (015)",432,,59,226,147,
"Técnicos de nivel medio y trab.asimilados (016)",65,,19,34,12,
"Jefes y empleados de oficina (017)",108,,27,55,26,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",119,3,26,45,31,14
"Agricult.trabaj. calif. agrop. y pesqueros (019)",1765,1,252,562,632,318
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",313,,103,124,68,18
"Obreros construc., conf., papel, fab., instr. (021)",256,,85,118,45,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1038,43,405,303,228,59
"Otra (023)",20,,6,13,1,
"Ocupación no especificada (024)",77,,23,20,17,17
"Desocupado (025)",306,2,140,105,46,13
"Mujeres (026)",1625,27,476,582,385,155
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",10,,3,4,3,
"Profes., científicos e intelectuales (028)",257,,70,140,47,
"Técnicos de nivel medio y trab.asimilados (029)",35,,13,15,7,
"Jefes y empleados de oficina (030)",44,,19,17,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",266,1,79,103,60,23
"Agricult.trabaj. calif. agrop. y pesqueros (032)",257,,28,68,92,69
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",55,,12,24,17,2
"Obreros construc., conf., papel, fab., instr. (034)",5,,,2,3,
