"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PISCO (000)",48472,597,17126,17613,11417,1719
"Empleado (001)",10677,51,3653,4341,2465,167
"Obrero (002)",16250,140,6903,5742,3122,343
"Trabajador independiente (003)",15679,118,4174,5780,4647,960
"Empleador o patrono (004)",686,2,134,259,230,61
"Trabajador familiar no remunerado (005)",1762,245,689,424,315,89
"Trabajador del hogar (006)",661,14,291,201,144,11
"Desocupado (008)",2757,27,1282,866,494,88
"Hombres (009)",33967,417,12036,11980,8187,1347
"Empleado (010)",6414,27,2016,2590,1648,133
"Obrero (011)",13068,107,5563,4597,2500,301
"Trabajador independiente (012)",11239,87,3124,3910,3370,748
"Empleador o patrono (013)",503,1,91,179,180,52
"Trabajador familiar no remunerado (014)",827,170,407,134,82,34
"Trabajador del hogar (015)",81,2,47,19,9,4
"Desocupado (017)",1835,23,788,551,398,75
"Mujeres (018)",14505,180,5090,5633,3230,372
"Empleado (019)",4263,24,1637,1751,817,34
"Obrero (020)",3182,33,1340,1145,622,42
"Trabajador independiente (021)",4440,31,1050,1870,1277,212
"Empleador o patrono (022)",183,1,43,80,50,9
"Trabajador familiar no remunerado (023)",935,75,282,290,233,55
"Trabajador del hogar (024)",580,12,244,182,135,7
"Desocupado (026)",922,4,494,315,96,13
,,,,,,
"URBANA (027)",42532,530,15045,15622,10008,1327
"Empleado (028)",10123,50,3427,4110,2377,159
"Obrero (029)",13868,123,5898,4908,2662,277
"Trabajador independiente (030)",13459,114,3681,5047,3921,696
"Empleador o patrono (031)",609,1,119,244,201,44
"Trabajador familiar no remunerado (032)",1239,206,446,298,229,60
"Trabajador del hogar (033)",625,13,270,190,141,11
"Desocupado (035)",2609,23,1204,825,477,80
"Hombres (036)",29315,364,10403,10457,7077,1014
"Empleado (037)",6020,26,1861,2433,1575,125
"Obrero (038)",11188,93,4748,3942,2161,244
"Trabajador independiente (039)",9357,83,2707,3309,2745,513
"Empleador o patrono (040)",435,,79,168,152,36
"Trabajador familiar no remunerado (041)",515,141,229,68,54,23
"Trabajador del hogar (042)",69,1,39,17,8,4
"Desocupado (044)",1731,20,740,520,382,69
"Mujeres (045)",13217,166,4642,5165,2931,313
"Empleado (046)",4103,24,1566,1677,802,34
"Obrero (047)",2680,30,1150,966,501,33
"Trabajador independiente (048)",4102,31,974,1738,1176,183
"Empleador o patrono (049)",174,1,40,76,49,8
"Trabajador familiar no remunerado (050)",724,65,217,230,175,37
"Trabajador del hogar (051)",556,12,231,173,133,7
"Desocupado (053)",878,3,464,305,95,11
,,,,,,
"RURAL (054)",5940,67,2081,1991,1409,392
"Empleado (055)",554,1,226,231,88,8
"Obrero (056)",2382,17,1005,834,460,66
"Trabajador independiente (057)",2220,4,493,733,726,264
"Empleador o patrono (058)",77,1,15,15,29,17
"Trabajador familiar no remunerado (059)",523,39,243,126,86,29
"Trabajador del hogar (060)",36,1,21,11,3,
"Desocupado (062)",148,4,78,41,17,8
"Hombres (063)",4652,53,1633,1523,1110,333
"Empleado (064)",394,1,155,157,73,8
"Obrero (065)",1880,14,815,655,339,57
"Trabajador independiente (066)",1882,4,417,601,625,235
"Empleador o patrono (067)",68,1,12,11,28,16
"Trabajador familiar no remunerado (068)",312,29,178,66,28,11
"Trabajador del hogar (069)",12,1,8,2,1,
"Desocupado (071)",104,3,48,31,16,6
"Mujeres (072)",1288,14,448,468,299,59
"Empleado (073)",160,,71,74,15,
"Obrero (074)",502,3,190,179,121,9
"Trabajador independiente (075)",338,,76,132,101,29
"Empleador o patrono (076)",9,,3,4,1,1
"Trabajador familiar no remunerado (077)",211,10,65,60,58,18
"Trabajador del hogar (078)",24,,13,9,2,
"Desocupado (080)",44,1,30,10,1,2
