"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LA CONVENCION (000)",156050,7967,39658,30459,25254,21234,14591,8448,8439
"Quechua (001)",62145,1421,9088,9282,10628,10850,8729,5765,6382
"Aymara (002)",276,13,36,34,46,52,51,22,22
"Ashaninca (003)",2802,276,1049,595,397,255,135,65,30
"Otra lengua nativa (004)",9278,787,3136,1940,1333,1036,560,317,169
"Castellano (005)",81111,5454,26244,18480,12766,8999,5092,2259,1817
"Idioma extranjero (006)",120,1,3,45,51,11,5,3,1
"Es sordomudo/a (007)",318,15,102,83,33,31,19,17,18
"Hombres (009)",82680,4049,20296,16245,13338,11266,8021,4799,4666
"Quechua (010)",32741,715,4630,4990,5585,5603,4634,3183,3401
"Aymara (011)",151,8,19,16,21,23,36,14,14
"Ashaninca (012)",1419,123,569,292,189,120,70,35,21
"Otra lengua nativa (013)",4664,391,1597,956,659,531,290,161,79
"Castellano (014)",43455,2802,13431,9911,6833,4962,2981,1395,1140
"Idioma extranjero (015)",73,1,3,27,30,8,2,2,
"Es sordomudo/a (016)",177,9,47,53,21,19,8,9,11
"Mujeres (018)",73370,3918,19362,14214,11916,9968,6570,3649,3773
"Quechua (019)",29404,706,4458,4292,5043,5247,4095,2582,2981
"Aymara (020)",125,5,17,18,25,29,15,8,8
"Ashaninca (021)",1383,153,480,303,208,135,65,30,9
"Otra lengua nativa (022)",4614,396,1539,984,674,505,270,156,90
"Castellano (023)",37656,2652,12813,8569,5933,4037,2111,864,677
"Idioma extranjero (024)",47,,,18,21,3,3,1,1
"Es sordomudo/a (025)",141,6,55,30,12,12,11,8,7
,,,,,,,,,
"URBANA (027)",47164,1911,11597,9966,8180,6907,4334,2252,2017
"Quechua (028)",10204,68,800,1315,1805,2129,1750,1146,1191
"Aymara (029)",113,2,10,17,18,26,22,8,10
"Ashaninca (030)",98,2,24,30,20,15,4,2,1
"Otra lengua nativa (031)",40,,9,18,4,5,,1,3
"Castellano (032)",36602,1835,10736,8543,6307,4725,2555,1091,810
"Idioma extranjero (033)",63,,3,29,22,4,2,2,1
"Es sordomudo/a (034)",44,4,15,14,4,3,1,2,1
"Hombres (036)",23714,990,5836,4973,3946,3437,2269,1217,1046
"Quechua (037)",4882,32,403,650,848,997,813,571,568
"Aymara (038)",60,1,5,5,8,10,19,4,8
"Ashaninca (039)",48,,13,16,9,7,2,,1
"Otra lengua nativa (040)",8,,1,5,1,,,,1
"Castellano (041)",18650,954,5403,4267,3067,2418,1435,639,467
"Idioma extranjero (042)",41,,3,22,12,3,,1,
"Es sordomudo/a (043)",25,3,8,8,1,2,,2,1
"Mujeres (045)",23450,921,5761,4993,4234,3470,2065,1035,971
"Quechua (046)",5322,36,397,665,957,1132,937,575,623
"Aymara (047)",53,1,5,12,10,16,3,4,2
"Ashaninca (048)",50,2,11,14,11,8,2,2,
"Otra lengua nativa (049)",32,,8,13,3,5,,1,2
"Castellano (050)",17952,881,5333,4276,3240,2307,1120,452,343
"Idioma extranjero (051)",22,,,7,10,1,2,1,1
"Es sordomudo/a (052)",19,1,7,6,3,1,1,,
,,,,,,,,,
"RURAL (054)",108886,6056,28061,20493,17074,14327,10257,6196,6422
"Quechua (055)",51941,1353,8288,7967,8823,8721,6979,4619,5191
"Aymara (056)",163,11,26,17,28,26,29,14,12
"Ashaninca (057)",2704,274,1025,565,377,240,131,63,29
"Otra lengua nativa (058)",9238,787,3127,1922,1329,1031,560,316,166
"Castellano (059)",44509,3619,15508,9937,6459,4274,2537,1168,1007
"Idioma extranjero (060)",57,1,,16,29,7,3,1,
"Es sordomudo/a (061)",274,11,87,69,29,28,18,15,17
"Hombres (063)",58966,3059,14460,11272,9392,7829,5752,3582,3620
"Quechua (064)",27859,683,4227,4340,4737,4606,3821,2612,2833
"Aymara (065)",91,7,14,11,13,13,17,10,6
"Ashaninca (066)",1371,123,556,276,180,113,68,35,20
"Otra lengua nativa (067)",4656,391,1596,951,658,531,290,161,78
"Castellano (068)",24805,1848,8028,5644,3766,2544,1546,756,673
"Idioma extranjero (069)",32,1,,5,18,5,2,1,
"Es sordomudo/a (070)",152,6,39,45,20,17,8,7,10
"Mujeres (072)",49920,2997,13601,9221,7682,6498,4505,2614,2802
"Quechua (073)",24082,670,4061,3627,4086,4115,3158,2007,2358
"Aymara (074)",72,4,12,6,15,13,12,4,6
"Ashaninca (075)",1333,151,469,289,197,127,63,28,9
"Otra lengua nativa (076)",4582,396,1531,971,671,500,270,155,88
"Castellano (077)",19704,1771,7480,4293,2693,1730,991,412,334
"Idioma extranjero (078)",25,,,11,11,2,1,,
"Es sordomudo/a (079)",122,5,48,24,9,11,10,8,7
