"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ICA (000)",134156,117322,16834
"De 3 a 5 años (001)",16955,2199,14756
"De 6 a 11 años (002)",34601,32958,1643
"De 12 a 16 años (003)",31081,30920,161
"De 17 a 24 años (004)",51519,51245,274
"Hombres (005)",67204,58632,8572
"De 3 a 5 años (006)",8633,1133,7500
"De 6 a 11 años (007)",17554,16717,837
"De 12 a 16 años (008)",15586,15495,91
"De 17 a 24 años (009)",25431,25287,144
"Mujeres (010)",66952,58690,8262
"De 3 a 5 años (011)",8322,1066,7256
"De 6 a 11 años (012)",17047,16241,806
"De 12 a 16 años (013)",15495,15425,70
"De 17 a 24 años (014)",26088,25958,130
,,,
"URBANA (015)",123057,107652,15405
"De 3 a 5 años (016)",15554,2045,13509
"De 6 a 11 años (017)",31879,30385,1494
"De 12 a 16 años (018)",28580,28431,149
"De 17 a 24 años (019)",47044,46791,253
"Hombres (020)",61512,53699,7813
"De 3 a 5 años (021)",7891,1053,6838
"De 6 a 11 años (022)",16183,15430,753
"De 12 a 16 años (023)",14300,14213,87
"De 17 a 24 años (024)",23138,23003,135
"Mujeres (025)",61545,53953,7592
"De 3 a 5 años (026)",7663,992,6671
"De 6 a 11 años (027)",15696,14955,741
"De 12 a 16 años (028)",14280,14218,62
"De 17 a 24 años (029)",23906,23788,118
,,,
"RURAL (030)",11099,9670,1429
"De 3 a 5 años (031)",1401,154,1247
"De 6 a 11 años (032)",2722,2573,149
"De 12 a 16 años (033)",2501,2489,12
"De 17 a 24 años (034)",4475,4454,21
"Hombres (035)",5692,4933,759
"De 3 a 5 años (036)",742,80,662
"De 6 a 11 años (037)",1371,1287,84
"De 12 a 16 años (038)",1286,1282,4
"De 17 a 24 años (039)",2293,2284,9
"Mujeres (040)",5407,4737,670
"De 3 a 5 años (041)",659,74,585
"De 6 a 11 años (042)",1351,1286,65
"De 12 a 16 años (043)",1215,1207,8
"De 17 a 24 años (044)",2182,2170,12
