"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PARURO (000)",190,51,139
"De 14 a 29 años (001)",88,29,59
"De 30 a 44 años (002)",70,17,53
"De 45 a 64 años (003)",26,5,21
"De 65 y más años (004)",6,,6
"Hombres (005)",152,35,117
"De 14 a 29 años (006)",64,16,48
"De 30 a 44 años (007)",62,14,48
"De 45 a 64 años (008)",22,5,17
"De 65 y más años (009)",4,,4
"Mujeres (010)",38,16,22
"De 14 a 29 años (011)",24,13,11
"De 30 a 44 años (012)",8,3,5
"De 45 a 64 años (013)",4,,4
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",65,21,44
"De 14 a 29 años (016)",27,14,13
"De 30 a 44 años (017)",25,6,19
"De 45 a 64 años (018)",11,1,10
"De 65 y más años (019)",2,,2
"Hombres (020)",46,11,35
"De 14 a 29 años (021)",17,7,10
"De 30 a 44 años (022)",19,3,16
"De 45 a 64 años (023)",9,1,8
"De 65 y más años (024)",1,,1
"Mujeres (025)",19,10,9
"De 14 a 29 años (026)",10,7,3
"De 30 a 44 años (027)",6,3,3
"De 45 a 64 años (028)",2,,2
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",125,30,95
"De 14 a 29 años (031)",61,15,46
"De 30 a 44 años (032)",45,11,34
"De 45 a 64 años (033)",15,4,11
"De 65 y más años (034)",4,,4
"Hombres (035)",106,24,82
"De 14 a 29 años (036)",47,9,38
"De 30 a 44 años (037)",43,11,32
"De 45 a 64 años (038)",13,4,9
"De 65 y más años (039)",3,,3
"Mujeres (040)",19,6,13
"De 14 a 29 años (041)",14,6,8
"De 30 a 44 años (042)",2,,2
"De 45 a 64 años (043)",2,,2
"De 65 y más años (044)",1,,1
