"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia COTABAMBAS (000)",7522,1316,17,2616,1992,240,695,100,546
"Empleado (001)",1476,3,,51,230,108,539,56,489
"Obrero (002)",1373,157,2,520,562,48,65,12,7
"Trabajador independiente (003)",3033,667,4,1303,864,60,67,27,41
"Empleador o patrono (004)",38,5,,16,12,1,3,,1
"Trabajador familiar no remunerado (005)",1447,448,10,652,287,20,17,5,8
"Trabajador del hogar (006)",155,36,1,74,37,3,4,,
"Hombres (008)",5534,722,9,2104,1642,182,453,74,348
"Empleado (009)",965,1,,31,181,80,329,40,303
"Obrero (010)",1244,108,2,465,543,45,63,11,7
"Trabajador independiente (011)",2355,428,2,1107,682,39,46,20,31
"Empleador o patrono (012)",23,1,,11,6,1,3,,1
"Trabajador familiar no remunerado (013)",928,181,5,484,225,14,10,3,6
"Trabajador del hogar (014)",19,3,,6,5,3,2,,
"Mujeres (016)",1988,594,8,512,350,58,242,26,198
"Empleado (017)",511,2,,20,49,28,210,16,186
"Obrero (018)",129,49,,55,19,3,2,1,
"Trabajador independiente (019)",678,239,2,196,182,21,21,7,10
"Empleador o patrono (020)",15,4,,5,6,,,,
"Trabajador familiar no remunerado (021)",519,267,5,168,62,6,7,2,2
"Trabajador del hogar (022)",136,33,1,68,32,,2,,
,,,,,,,,,
"URBANA (024)",3456,215,3,770,1080,201,604,95,488
"Empleado (025)",1245,,,34,164,94,466,53,434
"Obrero (026)",716,48,,186,362,39,62,12,7
"Trabajador independiente (027)",1057,102,2,357,424,49,57,27,39
"Empleador o patrono (028)",22,1,,7,9,1,3,,1
"Trabajador familiar no remunerado (029)",345,60,,157,91,15,12,3,7
"Trabajador del hogar (030)",71,4,1,29,30,3,4,,
"Hombres (032)",2348,98,1,502,824,152,387,70,314
"Empleado (033)",804,,,16,128,70,280,38,272
"Obrero (034)",657,33,,161,347,38,60,11,7
"Trabajador independiente (035)",666,42,1,221,285,31,37,20,29
"Empleador o patrono (036)",16,,,6,5,1,3,,1
"Trabajador familiar no remunerado (037)",192,23,,95,54,9,5,1,5
"Trabajador del hogar (038)",13,,,3,5,3,2,,
"Mujeres (040)",1108,117,2,268,256,49,217,25,174
"Empleado (041)",441,,,18,36,24,186,15,162
"Obrero (042)",59,15,,25,15,1,2,1,
"Trabajador independiente (043)",391,60,1,136,139,18,20,7,10
"Empleador o patrono (044)",6,1,,1,4,,,,
"Trabajador familiar no remunerado (045)",153,37,,62,37,6,7,2,2
"Trabajador del hogar (046)",58,4,1,26,25,,2,,
,,,,,,,,,
"RURAL (048)",4066,1101,14,1846,912,39,91,5,58
"Empleado (049)",231,3,,17,66,14,73,3,55
"Obrero (050)",657,109,2,334,200,9,3,,
"Trabajador independiente (051)",1976,565,2,946,440,11,10,,2
"Empleador o patrono (052)",16,4,,9,3,,,,
"Trabajador familiar no remunerado (053)",1102,388,10,495,196,5,5,2,1
"Trabajador del hogar (054)",84,32,,45,7,,,,
"Hombres (056)",3186,624,8,1602,818,30,66,4,34
"Empleado (057)",161,1,,15,53,10,49,2,31
"Obrero (058)",587,75,2,304,196,7,3,,
"Trabajador independiente (059)",1689,386,1,886,397,8,9,,2
"Empleador o patrono (060)",7,1,,5,1,,,,
"Trabajador familiar no remunerado (061)",736,158,5,389,171,5,5,2,1
"Trabajador del hogar (062)",6,3,,3,,,,,
"Mujeres (064)",880,477,6,244,94,9,25,1,24
"Empleado (065)",70,2,,2,13,4,24,1,24
"Obrero (066)",70,34,,30,4,2,,,
"Trabajador independiente (067)",287,179,1,60,43,3,1,,
"Empleador o patrono (068)",9,3,,4,2,,,,
"Trabajador familiar no remunerado (069)",366,230,5,106,25,,,,
"Trabajador del hogar (070)",78,29,,42,7,,,,
