"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia URUBAMBA (000)",34666,32447,2219
"Hombres (001)",17694,16587,1107
"Mujeres (002)",16972,15860,1112
"De 18 a 29 años (003)",11553,10438,1115
"Hombres (004)",6035,5417,618
"Mujeres (005)",5518,5021,497
"De 30 a 44 años (006)",10927,10597,330
"Hombres (007)",5540,5373,167
"Mujeres (008)",5387,5224,163
"De 45 a 64 años (009)",8248,7819,429
"Hombres (010)",4259,4059,200
"Mujeres (011)",3989,3760,229
"De 65 y más años (012)",3938,3593,345
"Hombres (013)",1860,1738,122
"Mujeres (014)",2078,1855,223
,,,
"URBANA (015)",18009,16247,1762
"Hombres (016)",9194,8265,929
"Mujeres (017)",8815,7982,833
"De 18 a 29 años (018)",6511,5566,945
"Hombres (019)",3374,2845,529
"Mujeres (020)",3137,2721,416
"De 30 a 44 años (021)",5599,5318,281
"Hombres (022)",2832,2688,144
"Mujeres (023)",2767,2630,137
"De 45 a 64 años (024)",4058,3711,347
"Hombres (025)",2101,1931,170
"Mujeres (026)",1957,1780,177
"De 65 y más años (027)",1841,1652,189
"Hombres (028)",887,801,86
"Mujeres (029)",954,851,103
,,,
"RURAL (030)",16657,16200,457
"Hombres (031)",8500,8322,178
"Mujeres (032)",8157,7878,279
"De 18 a 29 años (033)",5042,4872,170
"Hombres (034)",2661,2572,89
"Mujeres (035)",2381,2300,81
"De 30 a 44 años (036)",5328,5279,49
"Hombres (037)",2708,2685,23
"Mujeres (038)",2620,2594,26
"De 45 a 64 años (039)",4190,4108,82
"Hombres (040)",2158,2128,30
"Mujeres (041)",2032,1980,52
"De 65 y más años (042)",2097,1941,156
"Hombres (043)",973,937,36
"Mujeres (044)",1124,1004,120
