"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia UCAYALI (000)",55783,4016,16428,11497,8263,6578,4279,2499,2223
"Quechua (001)",101,,7,13,14,24,21,10,12
"Aymara (002)",15,4,5,1,1,3,,,1
"Ashaninca (003)",24,3,10,4,2,3,2,,
"Otra lengua nativa (004)",5748,460,1817,1239,878,618,371,221,144
"Castellano (005)",49835,3549,14572,10220,7356,5925,3882,2266,2065
"Idioma extranjero (006)",5,,1,,1,1,1,,1
"Es sordomudo/a (007)",55,,16,20,11,4,2,2,
"Hombres (009)",29446,2033,8350,5833,4355,3641,2505,1433,1296
"Quechua (010)",58,,3,7,8,14,13,7,6
"Aymara (011)",9,3,4,,,1,,,1
"Ashaninca (012)",14,,7,4,1,1,1,,
"Otra lengua nativa (013)",2964,240,919,595,481,316,209,125,79
"Castellano (014)",26365,1790,7410,5213,3858,3305,2280,1300,1209
"Idioma extranjero (015)",2,,,,,,1,,1
"Es sordomudo/a (016)",34,,7,14,7,4,1,1,
"Mujeres (018)",26337,1983,8078,5664,3908,2937,1774,1066,927
"Quechua (019)",43,,4,6,6,10,8,3,6
"Aymara (020)",6,1,1,1,1,2,,,
"Ashaninca (021)",10,3,3,,1,2,1,,
"Otra lengua nativa (022)",2784,220,898,644,397,302,162,96,65
"Castellano (023)",23470,1759,7162,5007,3498,2620,1602,966,856
"Idioma extranjero (024)",3,,1,,1,1,,,
"Es sordomudo/a (025)",21,,9,6,4,,1,1,
,,,,,,,,,
"URBANA (027)",30917,1949,8658,6678,4532,3828,2512,1405,1355
"Quechua (028)",46,,1,4,6,12,14,6,3
"Aymara (029)",7,2,4,,,1,,,
"Ashaninca (030)",5,1,1,2,,,1,,
"Otra lengua nativa (031)",924,61,295,208,126,95,62,39,38
"Castellano (032)",29902,1885,8349,6455,4391,3718,2433,1358,1313
"Idioma extranjero (033)",5,,1,,1,1,1,,1
"Es sordomudo/a (034)",28,,7,9,8,1,1,2,
"Hombres (036)",16129,995,4351,3368,2319,2068,1465,791,772
"Quechua (037)",27,,,2,3,7,9,5,1
"Aymara (038)",5,2,3,,,,,,
"Ashaninca (039)",3,,1,2,,,,,
"Otra lengua nativa (040)",474,31,143,104,68,50,41,18,19
"Castellano (041)",15603,962,4202,3254,2244,2010,1413,767,751
"Idioma extranjero (042)",2,,,,,,1,,1
"Es sordomudo/a (043)",15,,2,6,4,1,1,1,
"Mujeres (045)",14788,954,4307,3310,2213,1760,1047,614,583
"Quechua (046)",19,,1,2,3,5,5,1,2
"Aymara (047)",2,,1,,,1,,,
"Ashaninca (048)",2,1,,,,,1,,
"Otra lengua nativa (049)",450,30,152,104,58,45,21,21,19
"Castellano (050)",14299,923,4147,3201,2147,1708,1020,591,562
"Idioma extranjero (051)",3,,1,,1,1,,,
"Es sordomudo/a (052)",13,,5,3,4,,,1,
,,,,,,,,,
"RURAL (054)",24866,2067,7770,4819,3731,2750,1767,1094,868
"Quechua (055)",55,,6,9,8,12,7,4,9
"Aymara (056)",8,2,1,1,1,2,,,1
"Ashaninca (057)",19,2,9,2,2,3,1,,
"Otra lengua nativa (058)",4824,399,1522,1031,752,523,309,182,106
"Castellano (059)",19933,1664,6223,3765,2965,2207,1449,908,752
"Es sordomudo/a (061)",27,,9,11,3,3,1,,
"Hombres (063)",13317,1038,3999,2465,2036,1573,1040,642,524
"Quechua (064)",31,,3,5,5,7,4,2,5
"Aymara (065)",4,1,1,,,1,,,1
"Ashaninca (066)",11,,6,2,1,1,1,,
"Otra lengua nativa (067)",2490,209,776,491,413,266,168,107,60
"Castellano (068)",10762,828,3208,1959,1614,1295,867,533,458
"Es sordomudo/a (070)",19,,5,8,3,3,,,
"Mujeres (072)",11549,1029,3771,2354,1695,1177,727,452,344
"Quechua (073)",24,,3,4,3,5,3,2,4
"Aymara (074)",4,1,,1,1,1,,,
"Ashaninca (075)",8,2,3,,1,2,,,
"Otra lengua nativa (076)",2334,190,746,540,339,257,141,75,46
"Castellano (077)",9171,836,3015,1806,1351,912,582,375,294
"Es sordomudo/a (079)",8,,4,3,,,1,,
