"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CANDARAVE (000)",4063,38,1141,1327,1125,432
"Empleado (001)",400,,114,220,58,8
"Obrero (002)",990,3,389,337,217,44
"Trabajador independiente (003)",1841,2,386,552,613,288
"Empleador o patrono (004)",35,,2,10,15,8
"Trabajador familiar no remunerado (005)",783,32,240,206,222,83
"Trabajador del hogar (006)",14,1,10,2,,1
"Hombres (008)",2550,19,729,824,704,274
"Empleado (009)",253,,57,139,49,8
"Obrero (010)",794,,317,272,174,31
"Trabajador independiente (011)",1224,2,228,362,427,205
"Empleador o patrono (012)",24,,1,6,10,7
"Trabajador familiar no remunerado (013)",252,17,124,44,44,23
"Trabajador del hogar (014)",3,,2,1,,
"Mujeres (016)",1513,19,412,503,421,158
"Empleado (017)",147,,57,81,9,
"Obrero (018)",196,3,72,65,43,13
"Trabajador independiente (019)",617,,158,190,186,83
"Empleador o patrono (020)",11,,1,4,5,1
"Trabajador familiar no remunerado (021)",531,15,116,162,178,60
"Trabajador del hogar (022)",11,1,8,1,,1
,,,,,,
"URBANA (024)",2639,22,712,896,743,266
"Empleado (025)",324,,94,174,52,4
"Obrero (026)",626,2,236,216,145,27
"Trabajador independiente (027)",1147,1,231,366,375,174
"Empleador o patrono (028)",31,,1,10,13,7
"Trabajador familiar no remunerado (029)",501,18,143,128,158,54
"Trabajador del hogar (030)",10,1,7,2,,
"Hombres (032)",1628,11,450,550,454,163
"Empleado (033)",198,,44,107,43,4
"Obrero (034)",509,,195,178,118,18
"Trabajador independiente (035)",739,1,130,233,255,120
"Empleador o patrono (036)",20,,,6,8,6
"Trabajador familiar no remunerado (037)",160,10,80,25,30,15
"Trabajador del hogar (038)",2,,1,1,,
"Mujeres (040)",1011,11,262,346,289,103
"Empleado (041)",126,,50,67,9,
"Obrero (042)",117,2,41,38,27,9
"Trabajador independiente (043)",408,,101,133,120,54
"Empleador o patrono (044)",11,,1,4,5,1
"Trabajador familiar no remunerado (045)",341,8,63,103,128,39
"Trabajador del hogar (046)",8,1,6,1,,
,,,,,,
"RURAL (048)",1424,16,429,431,382,166
"Empleado (049)",76,,20,46,6,4
"Obrero (050)",364,1,153,121,72,17
"Trabajador independiente (051)",694,1,155,186,238,114
"Empleador o patrono (052)",4,,1,,2,1
"Trabajador familiar no remunerado (053)",282,14,97,78,64,29
"Trabajador del hogar (054)",4,,3,,,1
"Hombres (056)",922,8,279,274,250,111
"Empleado (057)",55,,13,32,6,4
"Obrero (058)",285,,122,94,56,13
"Trabajador independiente (059)",485,1,98,129,172,85
"Empleador o patrono (060)",4,,1,,2,1
"Trabajador familiar no remunerado (061)",92,7,44,19,14,8
"Trabajador del hogar (062)",1,,1,,,
"Mujeres (064)",502,8,150,157,132,55
"Empleado (065)",21,,7,14,,
"Obrero (066)",79,1,31,27,16,4
"Trabajador independiente (067)",209,,57,57,66,29
"Trabajador familiar no remunerado (069)",190,7,53,59,50,21
"Trabajador del hogar (070)",3,,2,,,1
