"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia VICTOR FAJARDO",,,,,,,
"Viviendas particulares (001)",7936,1282,490,220,2535,28,3381
"Ocupantes presentes (002)",24942,4615,1654,782,9151,86,8654
"Casa independiente",,,,,,,
"Viviendas particulares (004)",7327,1269,482,218,2524,24,2810
"Ocupantes presentes (005)",23744,4590,1635,776,9101,81,7561
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",20,11,1,,,,8
"Ocupantes presentes (011)",55,19,5,,,,31
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",35,2,7,,,,26
"Ocupantes presentes (014)",115,6,14,,,,95
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",540,,,2,11,4,523
"Ocupantes presentes (017)",1004,,,6,50,5,943
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",13,,,,,,13
"Ocupantes presentes (020)",20,,,,,,20
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",1,,,,,,1
"Ocupantes presentes (023)",4,,,,,,4
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",5617,1273,487,95,1643,19,2100
"Ocupantes presentes (029)",18434,4587,1649,350,6150,67,5631
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5548,1260,479,95,1643,19,2052
"Ocupantes presentes (032)",18240,4562,1630,350,6150,67,5481
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",20,11,1,,,,8
"Ocupantes presentes (038)",55,19,5,,,,31
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",35,2,7,,,,26
"Ocupantes presentes (041)",115,6,14,,,,95
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",13,,,,,,13
"Ocupantes presentes (047)",20,,,,,,20
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,,,,,,1
"Ocupantes presentes (050)",4,,,,,,4
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2319,9,3,125,892,9,1281
"Ocupantes presentes (056)",6508,28,5,432,3001,19,3023
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1779,9,3,123,881,5,758
"Ocupantes presentes (059)",5504,28,5,426,2951,14,2080
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",540,,,2,11,4,523
"Ocupantes presentes (071)",1004,,,6,50,5,943
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
