"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA",,,,,,,,
"Viviendas particulares (001)",6801,4495,2197,55,10,42,2,
"Ocupantes presentes (002)",26354,17641,8305,194,51,154,9,
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",6744,4460,2176,55,9,42,2,
"Ocupantes presentes (005)",26147,17526,8216,194,48,154,9,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",18,,18,,,,,
"Ocupantes presentes (011)",69,,69,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",2,,2,,,,,
"Ocupantes presentes (014)",16,,16,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",30,30,,,,,,
"Ocupantes presentes (017)",94,94,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",2,2,,,,,,
"Ocupantes presentes (020)",7,7,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",3,2,,,1,,,
"Ocupantes presentes (023)",13,10,,,3,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",2,1,1,,,,,
"Ocupantes presentes (026)",8,4,4,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2273,841,1362,48,6,15,1,
"Ocupantes presentes (029)",8560,3270,5039,170,27,50,4,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2248,838,1341,48,5,15,1,
"Ocupantes presentes (032)",8460,3262,4950,170,24,50,4,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",18,,18,,,,,
"Ocupantes presentes (038)",69,,69,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",2,,2,,,,,
"Ocupantes presentes (041)",16,,16,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",2,2,,,,,,
"Ocupantes presentes (047)",7,7,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,1,,,1,,,
"Ocupantes presentes (050)",4,1,,,3,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",1,,1,,,,,
"Ocupantes presentes (053)",4,,4,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",4528,3654,835,7,4,27,1,
"Ocupantes presentes (056)",17794,14371,3266,24,24,104,5,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",4496,3622,835,7,4,27,1,
"Ocupantes presentes (059)",17687,14264,3266,24,24,104,5,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",30,30,,,,,,
"Ocupantes presentes (071)",94,94,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,
"Ocupantes presentes (077)",9,9,,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,
