"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YUNGUYO (000)",19018,3222,17,7169,6516,393,671,264,766
"Empleado (001)",1512,18,,96,333,105,356,98,506
"Obrero (002)",1424,139,2,598,624,23,25,9,4
"Trabajador independiente (003)",11514,1933,7,4704,4070,223,242,121,214
"Empleador o patrono (004)",133,7,,40,71,3,1,4,7
"Trabajador familiar no remunerado (005)",4192,1095,8,1648,1298,33,45,32,33
"Trabajador del hogar (006)",243,30,,83,120,6,2,,2
"Hombres (008)",10843,918,6,4067,4449,277,425,196,505
"Empleado (009)",1012,7,,63,240,74,227,77,324
"Obrero (010)",1133,62,2,480,537,21,20,8,3
"Trabajador independiente (011)",7463,775,2,3141,2977,162,158,89,159
"Empleador o patrono (012)",103,6,,30,57,2,1,3,4
"Trabajador familiar no remunerado (013)",1117,65,2,350,629,18,19,19,15
"Trabajador del hogar (014)",15,3,,3,9,,,,
"Mujeres (016)",8175,2304,11,3102,2067,116,246,68,261
"Empleado (017)",500,11,,33,93,31,129,21,182
"Obrero (018)",291,77,,118,87,2,5,1,1
"Trabajador independiente (019)",4051,1158,5,1563,1093,61,84,32,55
"Empleador o patrono (020)",30,1,,10,14,1,,1,3
"Trabajador familiar no remunerado (021)",3075,1030,6,1298,669,15,26,13,18
"Trabajador del hogar (022)",228,27,,80,111,6,2,,2
,,,,,,,,,
"URBANA (024)",6626,527,7,1929,2606,272,488,169,628
"Empleado (025)",1097,9,,48,186,83,285,60,426
"Obrero (026)",462,44,,171,218,12,10,3,4
"Trabajador independiente (027)",3808,310,2,1254,1678,150,162,86,166
"Empleador o patrono (028)",71,3,,21,34,3,,4,6
"Trabajador familiar no remunerado (029)",1035,142,5,379,421,19,29,16,24
"Trabajador del hogar (030)",153,19,,56,69,5,2,,2
"Hombres (032)",3661,112,1,943,1632,184,283,120,386
"Empleado (033)",688,1,,36,129,57,170,41,254
"Obrero (034)",346,19,,130,176,10,6,2,3
"Trabajador independiente (035)",2236,78,,660,1112,106,98,65,117
"Empleador o patrono (036)",52,3,,13,28,2,,3,3
"Trabajador familiar no remunerado (037)",327,9,1,102,179,9,9,9,9
"Trabajador del hogar (038)",12,2,,2,8,,,,
"Mujeres (040)",2965,415,6,986,974,88,205,49,242
"Empleado (041)",409,8,,12,57,26,115,19,172
"Obrero (042)",116,25,,41,42,2,4,1,1
"Trabajador independiente (043)",1572,232,2,594,566,44,64,21,49
"Empleador o patrono (044)",19,,,8,6,1,,1,3
"Trabajador familiar no remunerado (045)",708,133,4,277,242,10,20,7,15
"Trabajador del hogar (046)",141,17,,54,61,5,2,,2
,,,,,,,,,
"RURAL (048)",12392,2695,10,5240,3910,121,183,95,138
"Empleado (049)",415,9,,48,147,22,71,38,80
"Obrero (050)",962,95,2,427,406,11,15,6,
"Trabajador independiente (051)",7706,1623,5,3450,2392,73,80,35,48
"Empleador o patrono (052)",62,4,,19,37,,1,,1
"Trabajador familiar no remunerado (053)",3157,953,3,1269,877,14,16,16,9
"Trabajador del hogar (054)",90,11,,27,51,1,,,
"Hombres (056)",7182,806,5,3124,2817,93,142,76,119
"Empleado (057)",324,6,,27,111,17,57,36,70
"Obrero (058)",787,43,2,350,361,11,14,6,
"Trabajador independiente (059)",5227,697,2,2481,1865,56,60,24,42
"Empleador o patrono (060)",51,3,,17,29,,1,,1
"Trabajador familiar no remunerado (061)",790,56,1,248,450,9,10,10,6
"Trabajador del hogar (062)",3,1,,1,1,,,,
"Mujeres (064)",5210,1889,5,2116,1093,28,41,19,19
"Empleado (065)",91,3,,21,36,5,14,2,10
"Obrero (066)",175,52,,77,45,,1,,
"Trabajador independiente (067)",2479,926,3,969,527,17,20,11,6
"Empleador o patrono (068)",11,1,,2,8,,,,
"Trabajador familiar no remunerado (069)",2367,897,2,1021,427,5,6,6,3
"Trabajador del hogar (070)",87,10,,26,50,1,,,
