"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PURUS (000)",1090,322,140,453,9,121,8,37
"Agric., ganadería, caza y silvicultura (001)",389,1,21,303,1,63,,
"Pesca (002)",3,,3,,,,,
"Industrias manufactureras (004)",46,1,21,21,1,2,,
"Suministro de electricidad, gas y agua (005)",1,,1,,,,,
"Construcción (006)",43,3,25,14,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",60,7,2,35,1,15,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3,,2,1,,,,
"Comercio al por mayor (009)",3,2,,1,,,,
"Comercio al por menor (010)",54,5,,33,1,15,,
"Hoteles y restaurantes (011)",24,4,2,17,,1,,
"Trans., almac. y comunicaciones (012)",30,3,12,15,,,,
"Intermediación financiera (013)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (014)",10,2,6,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",141,102,39,,,,,
"Enseñanza (016)",148,142,,6,,,,
"Servicios sociales y de salud (017)",20,20,,,,,,
"Otras activ. serv.comun.soc y personales (018)",20,13,2,5,,,,
"Hogares privados con servicio doméstico (019)",8,,,,,,8,
"Actividad economica no especificada (021)",106,20,6,35,6,39,,
"Desocupado (022)",37,,,,,,,37
"Hombres (023)",855,226,119,404,4,66,5,31
"Agric., ganadería, caza y silvicultura (024)",339,1,18,289,1,30,,
"Pesca (025)",3,,3,,,,,
"Industrias manufactureras (027)",43,1,20,19,1,2,,
"Suministro de electricidad, gas y agua (028)",1,,1,,,,,
"Construcción (029)",41,3,23,14,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",35,5,2,20,,8,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",3,,2,1,,,,
"Comercio al por mayor (032)",3,2,,1,,,,
"Comercio al por menor (033)",29,3,,18,,8,,
"Hoteles y restaurantes (034)",10,4,1,5,,,,
"Trans., almac. y comunicaciones (035)",29,3,11,15,,,,
"Intermediación financiera (036)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (037)",7,1,5,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",108,81,27,,,,,
"Enseñanza (039)",93,87,,6,,,,
"Servicios sociales y de salud (040)",12,12,,,,,,
"Otras activ. serv.comun.soc y personales (041)",13,10,2,1,,,,
"Hogares privados con servicio doméstico (042)",5,,,,,,5,
"Actividad economica no especificada (044)",82,15,6,34,2,25,,
"Desocupado (045)",31,,,,,,,31
"Mujeres (046)",235,96,21,49,5,55,3,6
"Agric., ganadería, caza y silvicultura (047)",50,,3,14,,33,,
"Industrias manufactureras (050)",3,,1,2,,,,
"Construcción (052)",2,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",25,2,,15,1,7,,
"Comercio al por menor (056)",25,2,,15,1,7,,
"Hoteles y restaurantes (057)",14,,1,12,,1,,
"Trans., almac. y comunicaciones (058)",1,,1,,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",3,1,1,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",33,21,12,,,,,
"Enseñanza (062)",55,55,,,,,,
"Servicios sociales y de salud (063)",8,8,,,,,,
"Otras activ. serv.comun.soc y personales (064)",7,3,,4,,,,
"Hogares privados con servicio doméstico (065)",3,,,,,,3,
"Actividad economica no especificada (067)",24,5,,1,4,14,,
"Desocupado (068)",6,,,,,,,6
,,,,,,,,
"URBANA (069)",501,214,93,129,1,27,6,31
"Agric., ganadería, caza y silvicultura (070)",51,1,12,30,,8,,
"Pesca (071)",1,,1,,,,,
"Industrias manufactureras (073)",34,,17,15,,2,,
"Construcción (075)",29,3,15,10,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",58,7,1,34,1,15,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",2,,1,1,,,,
"Comercio al por mayor (078)",3,2,,1,,,,
"Comercio al por menor (079)",53,5,,32,1,15,,
"Hoteles y restaurantes (080)",21,2,1,17,,1,,
"Trans., almac. y comunicaciones (081)",23,2,6,15,,,,
"Intermediación financiera (082)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (083)",7,1,6,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",125,95,30,,,,,
"Enseñanza (085)",74,72,,2,,,,
"Servicios sociales y de salud (086)",15,15,,,,,,
"Otras activ. serv.comun.soc y personales (087)",18,12,1,5,,,,
"Hogares privados con servicio doméstico (088)",6,,,,,,6,
"Actividad economica no especificada (090)",4,,3,1,,,,
"Desocupado (091)",31,,,,,,,31
"Hombres (092)",357,144,76,94,,15,3,25
"Agric., ganadería, caza y silvicultura (093)",43,1,10,28,,4,,
"Pesca (094)",1,,1,,,,,
"Industrias manufactureras (096)",32,,17,13,,2,,
"Construcción (098)",28,3,14,10,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",33,5,1,19,,8,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",2,,1,1,,,,
"Comercio al por mayor (101)",3,2,,1,,,,
"Comercio al por menor (102)",28,3,,17,,8,,
"Hoteles y restaurantes (103)",7,2,,5,,,,
"Trans., almac. y comunicaciones (104)",22,2,5,15,,,,
"Intermediación financiera (105)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (106)",5,,5,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",94,75,19,,,,,
"Enseñanza (108)",39,37,,2,,,,
"Servicios sociales y de salud (109)",7,7,,,,,,
"Otras activ. serv.comun.soc y personales (110)",11,9,1,1,,,,
"Hogares privados con servicio doméstico (111)",3,,,,,,3,
"Actividad economica no especificada (113)",4,,3,1,,,,
"Desocupado (114)",25,,,,,,,25
"Mujeres (115)",144,70,17,35,1,12,3,6
"Agric., ganadería, caza y silvicultura (116)",8,,2,2,,4,,
"Industrias manufactureras (119)",2,,,2,,,,
"Construcción (121)",1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",25,2,,15,1,7,,
"Comercio al por menor (125)",25,2,,15,1,7,,
"Hoteles y restaurantes (126)",14,,1,12,,1,,
"Trans., almac. y comunicaciones (127)",1,,1,,,,,
"Intermediación financiera (128)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (129)",2,1,1,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",31,20,11,,,,,
"Enseñanza (131)",35,35,,,,,,
"Servicios sociales y de salud (132)",8,8,,,,,,
"Otras activ. serv.comun.soc y personales (133)",7,3,,4,,,,
"Hogares privados con servicio doméstico (134)",3,,,,,,3,
"Desocupado (137)",6,,,,,,,6
,,,,,,,,
"RURAL (138)",589,108,47,324,8,94,2,6
"Agric., ganadería, caza y silvicultura (139)",338,,9,273,1,55,,
"Pesca (140)",2,,2,,,,,
"Industrias manufactureras (142)",12,1,4,6,1,,,
