"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SANTA CRUZ (000)",11122,1646,1387,5415,233,2228,213
"Agric., ganadería, caza y silvicultura (001)",7567,3,1081,4316,196,1971,
"Explotación de minas y canteras (003)",12,8,4,,,,
"Industrias manufactureras (004)",269,6,55,187,1,20,
"Suministro de electricidad, gas y agua (005)",8,8,,,,,
"Construcción (006)",198,11,131,51,2,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",526,38,4,413,10,61,
"Venta, mant.y rep. veh.autom.y motoc. (008)",26,4,2,18,,2,
"Comercio al por mayor (009)",17,3,,11,,3,
"Comercio al por menor (010)",483,31,2,384,10,56,
"Hoteles y restaurantes (011)",133,24,9,88,3,9,
"Trans., almac. y comunicaciones (012)",202,64,16,117,3,2,
"Activid.inmobil., empres. y alquileres (014)",69,45,1,19,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (015)",242,213,29,,,,
"Enseñanza (016)",1026,950,2,68,,6,
"Servicios sociales y de salud (017)",118,109,,8,1,,
"Otras activ. serv.comun.soc y personales (018)",119,74,10,29,1,5,
"Hogares privados con servicio doméstico (019)",213,,,,,,213
"Actividad economica no especificada (021)",420,93,45,119,14,149,
"Hombres (022)",8870,932,1238,4845,211,1635,9
"Agric., ganadería, caza y silvicultura (023)",6896,2,982,4181,186,1545,
"Explotación de minas y canteras (025)",12,8,4,,,,
"Industrias manufactureras (026)",217,5,48,145,1,18,
"Suministro de electricidad, gas y agua (027)",8,8,,,,,
"Construcción (028)",197,11,130,51,2,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",279,17,4,237,5,16,
"Venta, mant.y rep. veh.autom.y motoc. (030)",26,4,2,18,,2,
"Comercio al por mayor (031)",10,1,,8,,1,
"Comercio al por menor (032)",243,12,2,211,5,13,
"Hoteles y restaurantes (033)",22,5,1,13,1,2,
"Trans., almac. y comunicaciones (034)",196,60,15,116,3,2,
"Activid.inmobil., empres. y alquileres (036)",42,24,1,16,1,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",202,178,24,,,,
"Enseñanza (038)",538,498,2,34,,4,
"Servicios sociales y de salud (039)",41,36,,4,1,,
"Otras activ. serv.comun.soc y personales (040)",67,44,7,12,1,3,
"Hogares privados con servicio doméstico (041)",9,,,,,,9
"Actividad economica no especificada (043)",144,36,20,36,10,42,
"Mujeres (044)",2252,714,149,570,22,593,204
"Agric., ganadería, caza y silvicultura (045)",671,1,99,135,10,426,
"Industrias manufactureras (048)",52,1,7,42,,2,
"Construcción (050)",1,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",247,21,,176,5,45,
"Comercio al por mayor (053)",7,2,,3,,2,
"Comercio al por menor (054)",240,19,,173,5,43,
"Hoteles y restaurantes (055)",111,19,8,75,2,7,
"Trans., almac. y comunicaciones (056)",6,4,1,1,,,
"Activid.inmobil., empres. y alquileres (058)",27,21,,3,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (059)",40,35,5,,,,
"Enseñanza (060)",488,452,,34,,2,
"Servicios sociales y de salud (061)",77,73,,4,,,
"Otras activ. serv.comun.soc y personales (062)",52,30,3,17,,2,
"Hogares privados con servicio doméstico (063)",204,,,,,,204
"Actividad economica no especificada (065)",276,57,25,83,4,107,
,,,,,,,
"URBANA (066)",3066,1178,357,1162,42,219,108
"Agric., ganadería, caza y silvicultura (067)",729,2,167,410,18,132,
"Explotación de minas y canteras (069)",12,8,4,,,,
"Industrias manufactureras (070)",174,5,35,121,1,12,
"Suministro de electricidad, gas y agua (071)",5,5,,,,,
"Construcción (072)",142,10,90,38,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",398,30,4,305,10,49,
"Venta, mant.y rep. veh.autom.y motoc. (074)",25,3,2,18,,2,
"Comercio al por mayor (075)",15,3,,10,,2,
"Comercio al por menor (076)",358,24,2,277,10,45,
"Hoteles y restaurantes (077)",96,18,6,63,3,6,
"Trans., almac. y comunicaciones (078)",162,55,14,90,3,,
"Activid.inmobil., empres. y alquileres (080)",53,35,,15,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (081)",199,181,18,,,,
"Enseñanza (082)",689,638,2,47,,2,
"Servicios sociales y de salud (083)",92,86,,5,1,,
"Otras activ. serv.comun.soc y personales (084)",87,54,7,24,1,1,
"Hogares privados con servicio doméstico (085)",108,,,,,,108
"Actividad economica no especificada (087)",120,51,10,44,2,13,
"Hombres (088)",2023,677,315,858,34,133,6
"Agric., ganadería, caza y silvicultura (089)",648,2,146,384,18,98,
"Explotación de minas y canteras (091)",12,8,4,,,,
"Industrias manufactureras (092)",145,4,31,98,1,11,
"Suministro de electricidad, gas y agua (093)",5,5,,,,,
"Construcción (094)",141,10,89,38,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",206,14,4,171,5,12,
"Venta, mant.y rep. veh.autom.y motoc. (096)",25,3,2,18,,2,
"Comercio al por mayor (097)",8,1,,7,,,
"Comercio al por menor (098)",173,10,2,146,5,10,
"Hoteles y restaurantes (099)",18,4,1,10,1,2,
"Trans., almac. y comunicaciones (100)",157,51,13,90,3,,
"Activid.inmobil., empres. y alquileres (102)",30,18,,12,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",165,152,13,,,,
"Enseñanza (104)",350,323,2,24,,1,
"Servicios sociales y de salud (105)",29,25,,3,1,,
"Otras activ. serv.comun.soc y personales (106)",54,37,5,10,1,1,
"Hogares privados con servicio doméstico (107)",6,,,,,,6
"Actividad economica no especificada (109)",57,24,7,18,2,6,
"Mujeres (110)",1043,501,42,304,8,86,102
"Agric., ganadería, caza y silvicultura (111)",81,,21,26,,34,
"Industrias manufactureras (114)",29,1,4,23,,1,
"Construcción (116)",1,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",192,16,,134,5,37,
"Comercio al por mayor (119)",7,2,,3,,2,
"Comercio al por menor (120)",185,14,,131,5,35,
"Hoteles y restaurantes (121)",78,14,5,53,2,4,
"Trans., almac. y comunicaciones (122)",5,4,1,,,,
"Activid.inmobil., empres. y alquileres (124)",23,17,,3,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (125)",34,29,5,,,,
"Enseñanza (126)",339,315,,23,,1,
"Servicios sociales y de salud (127)",63,61,,2,,,
"Otras activ. serv.comun.soc y personales (128)",33,17,2,14,,,
"Hogares privados con servicio doméstico (129)",102,,,,,,102
"Actividad economica no especificada (131)",63,27,3,26,,7,
,,,,,,,
"RURAL (132)",8056,468,1030,4253,191,2009,105
"Agric., ganadería, caza y silvicultura (133)",6838,1,914,3906,178,1839,
"Industrias manufactureras (136)",95,1,20,66,,8,
"Suministro de electricidad, gas y agua (137)",3,3,,,,,
"Construcción (138)",56,1,41,13,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",128,8,,108,,12,
