"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ALTO AMAZONAS (000)",24490,72,314,875,1914,4298,10903,6114
"De 12 a 14 años (001)",89,,,,,,11,78
"De 15 a 19 años (002)",1676,,,,,,940,736
"De 20 a 24 años (003)",3310,,,,,5,2217,1088
"De 25 a 29 años (004)",3513,,,,,130,2493,890
"De 30 a 34 años (005)",3001,,,,,349,2075,577
"De 35 a 39 años (006)",3032,,,,23,757,1742,510
"De 40 a 44 años (007)",2477,,,1,105,966,961,444
"De 45 a 49 años (008)",1995,,,4,265,988,399,339
"De 50 y más años (009)",5397,72,314,870,1521,1103,65,1452
"PEA (010)",8116,3,39,241,742,1906,3180,2005
"De 12 a 14 años (011)",9,,,,,,2,7
"De 15 a 19 años (012)",307,,,,,,175,132
"De 20 a 24 años (013)",860,,,,,1,515,344
"De 25 a 29 años (014)",1055,,,,,46,694,315
"De 30 a 34 años (015)",1037,,,,,140,671,226
"De 35 a 39 años (016)",1209,,,,7,371,622,209
"De 40 a 44 años (017)",1062,,,,56,474,354,178
"De 45 a 49 años (018)",841,,,1,113,447,126,154
"De 50 y más años (019)",1736,3,39,240,566,427,21,440
"Ocupada (020)",7911,3,37,238,736,1879,3087,1931
"De 12 a 14 años (021)",8,,,,,,2,6
"De 15 a 19 años (022)",292,,,,,,167,125
"De 20 a 24 años (023)",809,,,,,1,492,316
"De 25 a 29 años (024)",1023,,,,,46,673,304
"De 30 a 34 años (025)",1010,,,,,136,654,220
"De 35 a 39 años (026)",1184,,,,7,367,609,201
"De 40 a 44 años (027)",1040,,,,56,463,346,175
"De 45 a 49 años (028)",834,,,1,112,444,124,153
"De 50 y más años (029)",1711,3,37,237,561,422,20,431
"Desocupada (030)",205,,2,3,6,27,93,74
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",15,,,,,,8,7
"De 20 a 24 años (033)",51,,,,,,23,28
"De 25 a 29 años (034)",32,,,,,,21,11
"De 30 a 34 años (035)",27,,,,,4,17,6
"De 35 a 39 años (036)",25,,,,,4,13,8
"De 40 a 44 años (037)",22,,,,,11,8,3
"De 45 a 49 años (038)",7,,,,1,3,2,1
"De 50 y más años (039)",25,,2,3,5,5,1,9
"No PEA (040)",16374,69,275,634,1172,2392,7723,4109
"De 12 a 14 años (041)",80,,,,,,9,71
"De 15 a 19 años (042)",1369,,,,,,765,604
"De 20 a 24 años (043)",2450,,,,,4,1702,744
"De 25 a 29 años (044)",2458,,,,,84,1799,575
"De 30 a 34 años (045)",1964,,,,,209,1404,351
"De 35 a 39 años (046)",1823,,,,16,386,1120,301
