"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MARISCAL CACERES (000)",37072,6434,7173,7521,6814,4454,4676
"Católica (001)",25732,4339,4814,5124,4885,3275,3295
"Cristiana/Evangélica (002)",6903,1243,1306,1421,1211,763,959
"Otra (003)",1853,339,364,374,319,226,231
"Ninguna (004)",2584,513,689,602,399,190,191
"Hombres (006)",19917,3360,3838,3929,3807,2543,2440
"Católica (007)",13914,2247,2583,2674,2735,1895,1780
"Cristiana/Evangélica (008)",3444,624,655,687,643,395,440
"Otra (009)",943,173,185,199,159,119,108
"Ninguna (010)",1616,316,415,369,270,134,112
"Mujeres (012)",17155,3074,3335,3592,3007,1911,2236
"Católica (013)",11818,2092,2231,2450,2150,1380,1515
"Cristiana/Evangélica (014)",3459,619,651,734,568,368,519
"Otra (015)",910,166,179,175,160,107,123
"Ninguna (016)",968,197,274,233,129,56,79
,,,,,,,
"URBANA (018)",23784,4161,4511,4597,4405,2938,3172
"Católica (019)",16977,2896,3080,3237,3257,2217,2290
"Cristiana/Evangélica (020)",4167,753,820,812,703,474,605
"Otra (021)",1141,214,217,217,209,127,157
"Ninguna (022)",1499,298,394,331,236,120,120
"Hombres (024)",12197,2109,2362,2265,2302,1590,1569
"Católica (025)",8688,1447,1598,1570,1699,1206,1168
"Cristiana/Evangélica (026)",2026,369,415,387,352,241,262
"Otra (027)",562,110,111,117,96,61,67
"Ninguna (028)",921,183,238,191,155,82,72
"Mujeres (030)",11587,2052,2149,2332,2103,1348,1603
"Católica (031)",8289,1449,1482,1667,1558,1011,1122
"Cristiana/Evangélica (032)",2141,384,405,425,351,233,343
"Otra (033)",579,104,106,100,113,66,90
"Ninguna (034)",578,115,156,140,81,38,48
,,,,,,,
"RURAL (036)",13288,2273,2662,2924,2409,1516,1504
"Católica (037)",8755,1443,1734,1887,1628,1058,1005
"Cristiana/Evangélica (038)",2736,490,486,609,508,289,354
"Otra (039)",712,125,147,157,110,99,74
"Ninguna (040)",1085,215,295,271,163,70,71
"Hombres (042)",7720,1251,1476,1664,1505,953,871
"Católica (043)",5226,800,985,1104,1036,689,612
"Cristiana/Evangélica (044)",1418,255,240,300,291,154,178
"Otra (045)",381,63,74,82,63,58,41
"Ninguna (046)",695,133,177,178,115,52,40
"Mujeres (048)",5568,1022,1186,1260,904,563,633
"Católica (049)",3529,643,749,783,592,369,393
"Cristiana/Evangélica (050)",1318,235,246,309,217,135,176
"Otra (051)",331,62,73,75,47,41,33
"Ninguna (052)",390,82,118,93,48,18,31
