"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia YAULI (000)",20876,17908,2968
"De 3 a 5 años (001)",2907,369,2538
"De 6 a 11 años (002)",6157,5802,355
"De 12 a 16 años (003)",5304,5272,32
"De 17 a 24 años (004)",6508,6465,43
"Hombres (005)",10617,9105,1512
"De 3 a 5 años (006)",1518,203,1315
"De 6 a 11 años (007)",3130,2967,163
"De 12 a 16 años (008)",2677,2660,17
"De 17 a 24 años (009)",3292,3275,17
"Mujeres (010)",10259,8803,1456
"De 3 a 5 años (011)",1389,166,1223
"De 6 a 11 años (012)",3027,2835,192
"De 12 a 16 años (013)",2627,2612,15
"De 17 a 24 años (014)",3216,3190,26
,,,
"URBANA (015)",18602,16059,2543
"De 3 a 5 años (016)",2561,348,2213
"De 6 a 11 años (017)",5540,5268,272
"De 12 a 16 años (018)",4816,4790,26
"De 17 a 24 años (019)",5685,5653,32
"Hombres (020)",9405,8094,1311
"De 3 a 5 años (021)",1344,189,1155
"De 6 a 11 años (022)",2810,2683,127
"De 12 a 16 años (023)",2419,2405,14
"De 17 a 24 años (024)",2832,2817,15
"Mujeres (025)",9197,7965,1232
"De 3 a 5 años (026)",1217,159,1058
"De 6 a 11 años (027)",2730,2585,145
"De 12 a 16 años (028)",2397,2385,12
"De 17 a 24 años (029)",2853,2836,17
,,,
"RURAL (030)",2274,1849,425
"De 3 a 5 años (031)",346,21,325
"De 6 a 11 años (032)",617,534,83
"De 12 a 16 años (033)",488,482,6
"De 17 a 24 años (034)",823,812,11
"Hombres (035)",1212,1011,201
"De 3 a 5 años (036)",174,14,160
"De 6 a 11 años (037)",320,284,36
"De 12 a 16 años (038)",258,255,3
"De 17 a 24 años (039)",460,458,2
"Mujeres (040)",1062,838,224
"De 3 a 5 años (041)",172,7,165
"De 6 a 11 años (042)",297,250,47
"De 12 a 16 años (043)",230,227,3
"De 17 a 24 años (044)",363,354,9
