"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHUPACA (000)",19799,236,5789,6602,5382,1790
"Empleado (001)",3007,8,959,1224,758,58
"Obrero (002)",3865,34,1315,1308,972,236
"Trabajador independiente (003)",8854,31,1991,2941,2746,1145
"Empleador o patrono (004)",193,,43,67,65,18
"Trabajador familiar no remunerado (005)",2813,140,931,765,689,288
"Trabajador del hogar (006)",305,11,151,72,50,21
"Desocupado (008)",762,12,399,225,102,24
"Hombres (009)",11916,139,3688,3906,3119,1064
"Empleado (010)",1805,3,504,707,543,48
"Obrero (011)",2738,24,1023,917,614,160
"Trabajador independiente (012)",5634,17,1352,1869,1673,723
"Empleador o patrono (013)",128,,27,40,48,13
"Trabajador familiar no remunerado (014)",1048,87,498,207,157,99
"Trabajador del hogar (015)",18,1,7,4,2,4
"Desocupado (017)",545,7,277,162,82,17
"Mujeres (018)",7883,97,2101,2696,2263,726
"Empleado (019)",1202,5,455,517,215,10
"Obrero (020)",1127,10,292,391,358,76
"Trabajador independiente (021)",3220,14,639,1072,1073,422
"Empleador o patrono (022)",65,,16,27,17,5
"Trabajador familiar no remunerado (023)",1765,53,433,558,532,189
"Trabajador del hogar (024)",287,10,144,68,48,17
"Desocupado (026)",217,5,122,63,20,7
,,,,,,
"URBANA (027)",12553,151,3690,4357,3326,1029
"Empleado (028)",2438,7,757,1000,627,47
"Obrero (029)",2133,21,739,730,509,134
"Trabajador independiente (030)",5698,24,1355,1968,1677,674
"Empleador o patrono (031)",153,,38,51,52,12
"Trabajador familiar no remunerado (032)",1474,84,448,422,377,143
"Trabajador del hogar (033)",159,9,87,40,19,4
"Desocupado (035)",498,6,266,146,65,15
"Hombres (036)",7491,93,2330,2542,1927,599
"Empleado (037)",1438,2,399,564,435,38
"Obrero (038)",1551,15,583,520,343,90
"Trabajador independiente (039)",3510,14,908,1204,978,406
"Empleador o patrono (040)",101,,24,33,37,7
"Trabajador familiar no remunerado (041)",543,57,234,118,85,49
"Trabajador del hogar (042)",11,1,7,3,,
"Desocupado (044)",337,4,175,100,49,9
"Mujeres (045)",5062,58,1360,1815,1399,430
"Empleado (046)",1000,5,358,436,192,9
"Obrero (047)",582,6,156,210,166,44
"Trabajador independiente (048)",2188,10,447,764,699,268
"Empleador o patrono (049)",52,,14,18,15,5
"Trabajador familiar no remunerado (050)",931,27,214,304,292,94
"Trabajador del hogar (051)",148,8,80,37,19,4
"Desocupado (053)",161,2,91,46,16,6
,,,,,,
"RURAL (054)",7246,85,2099,2245,2056,761
"Empleado (055)",569,1,202,224,131,11
"Obrero (056)",1732,13,576,578,463,102
"Trabajador independiente (057)",3156,7,636,973,1069,471
"Empleador o patrono (058)",40,,5,16,13,6
"Trabajador familiar no remunerado (059)",1339,56,483,343,312,145
"Trabajador del hogar (060)",146,2,64,32,31,17
"Desocupado (062)",264,6,133,79,37,9
"Hombres (063)",4425,46,1358,1364,1192,465
"Empleado (064)",367,1,105,143,108,10
"Obrero (065)",1187,9,440,397,271,70
"Trabajador independiente (066)",2124,3,444,665,695,317
"Empleador o patrono (067)",27,,3,7,11,6
"Trabajador familiar no remunerado (068)",505,30,264,89,72,50
"Trabajador del hogar (069)",7,,,1,2,4
"Desocupado (071)",208,3,102,62,33,8
"Mujeres (072)",2821,39,741,881,864,296
"Empleado (073)",202,,97,81,23,1
"Obrero (074)",545,4,136,181,192,32
"Trabajador independiente (075)",1032,4,192,308,374,154
"Empleador o patrono (076)",13,,2,9,2,
"Trabajador familiar no remunerado (077)",834,26,219,254,240,95
"Trabajador del hogar (078)",139,2,64,31,29,13
"Desocupado (080)",56,3,31,17,4,1
