"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CANTA (000)",10530,1335,1793,1946,1651,1283,2522
"Conviviente (001)",3009,21,536,1079,717,362,294
"Separado(a) (002)",364,4,40,56,60,69,135
"Casado(a) (003)",3025,3,58,334,601,639,1390
"Viudo(a) (004)",537,,2,10,27,39,459
"Divorciado(a) (005)",38,,1,2,4,9,22
"Soltero(a) (006)",3557,1307,1156,465,242,165,222
"Hombres (008)",5581,688,949,1049,882,710,1303
"Conviviente (009)",1527,12,195,558,390,205,167
"Separado(a) (010)",140,2,9,13,25,29,62
"Casado(a) (011)",1584,2,20,147,295,335,785
"Viudo(a) (012)",163,,1,5,7,13,137
"Divorciado(a) (013)",28,,1,,2,9,16
"Soltero(a) (014)",2139,672,723,326,163,119,136
"Mujeres (016)",4949,647,844,897,769,573,1219
"Conviviente (017)",1482,9,341,521,327,157,127
"Separado(a) (018)",224,2,31,43,35,40,73
"Casado(a) (019)",1441,1,38,187,306,304,605
"Viudo(a) (020)",374,,1,5,20,26,322
"Divorciado(a) (021)",10,,,2,2,,6
"Soltero(a) (022)",1418,635,433,139,79,46,86
,,,,,,,
"URBANA (024)",5117,628,724,798,785,662,1520
"Conviviente (025)",1220,8,177,402,313,158,162
"Separado(a) (026)",174,2,13,25,29,33,72
"Casado(a) (027)",1672,3,25,142,302,355,845
"Viudo(a) (028)",316,,1,5,11,20,279
"Divorciado(a) (029)",25,,1,1,3,5,15
"Soltero(a) (030)",1710,615,507,223,127,91,147
"Hombres (032)",2638,315,392,414,409,342,766
"Conviviente (033)",608,4,70,202,163,80,89
"Separado(a) (034)",70,1,3,5,14,12,35
"Casado(a) (035)",867,2,9,60,150,177,469
"Viudo(a) (036)",90,,,2,1,5,82
"Divorciado(a) (037)",18,,1,,2,5,10
"Soltero(a) (038)",985,308,309,145,79,63,81
"Mujeres (040)",2479,313,332,384,376,320,754
"Conviviente (041)",612,4,107,200,150,78,73
"Separado(a) (042)",104,1,10,20,15,21,37
"Casado(a) (043)",805,1,16,82,152,178,376
"Viudo(a) (044)",226,,1,3,10,15,197
"Divorciado(a) (045)",7,,,1,1,,5
"Soltero(a) (046)",725,307,198,78,48,28,66
,,,,,,,
"RURAL (048)",5413,707,1069,1148,866,621,1002
"Conviviente (049)",1789,13,359,677,404,204,132
"Separado(a) (050)",190,2,27,31,31,36,63
"Casado(a) (051)",1353,,33,192,299,284,545
"Viudo(a) (052)",221,,1,5,16,19,180
"Divorciado(a) (053)",13,,,1,1,4,7
"Soltero(a) (054)",1847,692,649,242,115,74,75
"Hombres (056)",2943,373,557,635,473,368,537
"Conviviente (057)",919,8,125,356,227,125,78
"Separado(a) (058)",70,1,6,8,11,17,27
"Casado(a) (059)",717,,11,87,145,158,316
"Viudo(a) (060)",73,,1,3,6,8,55
"Divorciado(a) (061)",10,,,,,4,6
"Soltero(a) (062)",1154,364,414,181,84,56,55
"Mujeres (064)",2470,334,512,513,393,253,465
"Conviviente (065)",870,5,234,321,177,79,54
"Separado(a) (066)",120,1,21,23,20,19,36
"Casado(a) (067)",636,,22,105,154,126,229
"Viudo(a) (068)",148,,,2,10,11,125
"Divorciado(a) (069)",3,,,1,1,,1
"Soltero(a) (070)",693,328,235,61,31,18,20
