"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LORETO (000)",17488,2614,3129,8324,154,3015,252
"Conviviente (001)",9074,1135,1590,5045,72,1154,78
"Separado(a) (002)",356,62,49,200,11,18,16
"Casado(a) (003)",3925,765,577,1939,45,573,26
"Viudo(a) (004)",340,17,38,246,3,27,9
"Divorciado(a) (005)",40,14,10,11,3,2,
"Soltero(a) (006)",3753,621,865,883,20,1241,123
"Hombres (008)",13340,1775,2816,7035,124,1562,28
"Conviviente (009)",7032,793,1437,4373,59,361,9
"Separado(a) (010)",191,29,35,113,8,6,
"Casado(a) (011)",2847,580,502,1638,34,91,2
"Viudo(a) (012)",178,7,22,133,3,13,
"Divorciado(a) (013)",30,8,10,7,3,2,
"Soltero(a) (014)",3062,358,810,771,17,1089,17
"Mujeres (016)",4148,839,313,1289,30,1453,224
"Conviviente (017)",2042,342,153,672,13,793,69
"Separado(a) (018)",165,33,14,87,3,12,16
"Casado(a) (019)",1078,185,75,301,11,482,24
"Viudo(a) (020)",162,10,16,113,,14,9
"Divorciado(a) (021)",10,6,,4,,,
"Soltero(a) (022)",691,263,55,112,3,152,106
,,,,,,,
"URBANA (024)",8558,1897,2289,3170,93,887,222
"Conviviente (025)",3897,736,1139,1591,42,318,71
"Separado(a) (026)",220,48,41,100,7,8,16
"Casado(a) (027)",2313,617,474,930,32,236,24
"Viudo(a) (028)",160,9,27,102,2,11,9
"Divorciado(a) (029)",27,11,9,5,1,1,
"Soltero(a) (030)",1941,476,599,442,9,313,102
"Hombres (032)",6171,1306,2067,2311,73,393,21
"Conviviente (033)",2866,531,1037,1169,33,90,6
"Separado(a) (034)",104,23,29,44,5,3,
"Casado(a) (035)",1644,466,418,692,25,41,2
"Viudo(a) (036)",73,5,16,48,2,2,
"Divorciado(a) (037)",20,6,9,3,1,1,
"Soltero(a) (038)",1464,275,558,355,7,256,13
"Mujeres (040)",2387,591,222,859,20,494,201
"Conviviente (041)",1031,205,102,422,9,228,65
"Separado(a) (042)",116,25,12,56,2,5,16
"Casado(a) (043)",669,151,56,238,7,195,22
"Viudo(a) (044)",87,4,11,54,,9,9
"Divorciado(a) (045)",7,5,,2,,,
"Soltero(a) (046)",477,201,41,87,2,57,89
,,,,,,,
"RURAL (048)",8930,717,840,5154,61,2128,30
"Conviviente (049)",5177,399,451,3454,30,836,7
"Separado(a) (050)",136,14,8,100,4,10,
"Casado(a) (051)",1612,148,103,1009,13,337,2
"Viudo(a) (052)",180,8,11,144,1,16,
"Divorciado(a) (053)",13,3,1,6,2,1,
"Soltero(a) (054)",1812,145,266,441,11,928,21
"Hombres (056)",7169,469,749,4724,51,1169,7
"Conviviente (057)",4166,262,400,3204,26,271,3
"Separado(a) (058)",87,6,6,69,3,3,
"Casado(a) (059)",1203,114,84,946,9,50,
"Viudo(a) (060)",105,2,6,85,1,11,
"Divorciado(a) (061)",10,2,1,4,2,1,
"Soltero(a) (062)",1598,83,252,416,10,833,4
"Mujeres (064)",1761,248,91,430,10,959,23
"Conviviente (065)",1011,137,51,250,4,565,4
"Separado(a) (066)",49,8,2,31,1,7,
"Casado(a) (067)",409,34,19,63,4,287,2
"Viudo(a) (068)",75,6,5,59,,5,
"Divorciado(a) (069)",3,1,,2,,,
"Soltero(a) (070)",214,62,14,25,1,95,17
