"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CUSCO (000)",367791,40816,82750,21442,224576
"Menos de 1 año (001)",5761,2094,1156,168,2353
"De 1 a 14 años (002)",96964,24532,21825,4582,46414
"De 15 a 29 años (003)",113695,7122,14085,5468,87272
"De 30 a 44 años (004)",77883,3713,20121,5680,48968
"De 45 a 64 años (005)",53533,2342,18017,4313,29318
"De 65 y mas años (006)",19955,1013,7546,1231,10251
"Hombres (008)",177553,19110,38802,11954,108652
"Menos de 1 año (009)",2880,1074,557,79,1175
"De 1 a 14 años (010)",49124,12450,11133,2318,23419
"De 15 a 29 años (011)",54443,2760,6575,3009,42211
"De 30 a 44 años (012)",36497,1348,8658,3361,23466
"De 45 a 64 años (013)",25362,1024,8111,2511,13990
"De 65 y mas años (014)",9247,454,3768,676,4391
"Mujeres (016)",190238,21706,43948,9488,115924
"Menos de 1 año (017)",2881,1020,599,89,1178
"De 1 a 14 años (018)",47840,12082,10692,2264,22995
"De 15 a 29 años (019)",59252,4362,7510,2459,45061
"De 30 a 44 años (020)",41386,2365,11463,2319,25502
"De 45 a 64 años (021)",28171,1318,9906,1802,15328
"De 65 y mas años (022)",10708,559,3778,555,5860
,,,,,
"URBANA (024)",351780,33599,81984,21113,216867
"Menos de 1 año (025)",5471,1890,1143,166,2282
"De 1 a 14 años (026)",91063,20832,21592,4478,44545
"De 15 a 29 años (027)",109923,5895,13935,5395,84949
"De 30 a 44 años (028)",74636,2585,19944,5589,47113
"De 45 a 64 años (029)",51545,1713,17870,4267,28152
"De 65 y mas años (030)",19142,684,7500,1218,9826
"Hombres (032)",169496,15675,38381,11747,104652
"Menos de 1 año (033)",2725,952,552,78,1148
"De 1 a 14 años (034)",46132,10582,11012,2255,22476
"De 15 a 29 años (035)",52488,2209,6492,2958,40941
"De 30 a 44 años (036)",34879,864,8556,3305,22487
"De 45 a 64 años (037)",24364,741,8030,2484,13383
"De 65 y mas años (038)",8908,327,3739,667,4217
"Mujeres (040)",182284,17924,43603,9366,112215
"Menos de 1 año (041)",2746,938,591,88,1134
"De 1 a 14 años (042)",44931,10250,10580,2223,22069
"De 15 a 29 años (043)",57435,3686,7443,2437,44008
"De 30 a 44 años (044)",39757,1721,11388,2284,24626
"De 45 a 64 años (045)",27181,972,9840,1783,14769
"De 65 y mas años (046)",10234,357,3761,551,5609
,,,,,
"RURAL (048)",16011,7217,766,329,7709
"Menos de 1 año (049)",290,204,13,2,71
"De 1 a 14 años (050)",5901,3700,233,104,1869
"De 15 a 29 años (051)",3772,1227,150,73,2323
"De 30 a 44 años (052)",3247,1128,177,91,1855
"De 45 a 64 años (053)",1988,629,147,46,1166
"De 65 y mas años (054)",813,329,46,13,425
"Hombres (056)",8057,3435,421,207,4000
"Menos de 1 año (057)",155,122,5,1,27
"De 1 a 14 años (058)",2992,1868,121,63,943
"De 15 a 29 años (059)",1955,551,83,51,1270
"De 30 a 44 años (060)",1618,484,102,56,979
"De 45 a 64 años (061)",998,283,81,27,607
"De 65 y mas años (062)",339,127,29,9,174
"Mujeres (064)",7954,3782,345,122,3709
"Menos de 1 año (065)",135,82,8,1,44
"De 1 a 14 años (066)",2909,1832,112,41,926
"De 15 a 29 años (067)",1817,676,67,22,1053
"De 30 a 44 años (068)",1629,644,75,35,876
"De 45 a 64 años (069)",990,346,66,19,559
"De 65 y mas años (070)",474,202,17,4,251
