"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LAMPA (000)",13785,125,3998,4649,3817,1196
"Empleado (001)",1571,7,368,693,477,26
"Obrero (002)",2503,12,1062,1004,378,47
"Trabajador independiente (003)",6946,22,1536,2267,2268,853
"Empleador o patrono (004)",105,,35,27,32,11
"Trabajador familiar no remunerado (005)",2522,77,910,637,645,253
"Trabajador del hogar (006)",138,7,87,21,17,6
"Hombres (008)",8765,62,2494,3074,2400,735
"Empleado (009)",1133,3,221,500,388,21
"Obrero (010)",2284,10,975,930,338,31
"Trabajador independiente (011)",4324,9,863,1398,1468,586
"Empleador o patrono (012)",71,,23,16,24,8
"Trabajador familiar no remunerado (013)",932,37,397,229,181,88
"Trabajador del hogar (014)",21,3,15,1,1,1
"Mujeres (016)",5020,63,1504,1575,1417,461
"Empleado (017)",438,4,147,193,89,5
"Obrero (018)",219,2,87,74,40,16
"Trabajador independiente (019)",2622,13,673,869,800,267
"Empleador o patrono (020)",34,,12,11,8,3
"Trabajador familiar no remunerado (021)",1590,40,513,408,464,165
"Trabajador del hogar (022)",117,4,72,20,16,5
,,,,,,
"URBANA (024)",4817,51,1421,1792,1285,268
"Empleado (025)",1173,7,258,519,371,18
"Obrero (026)",921,5,401,336,161,18
"Trabajador independiente (027)",2201,13,578,802,625,183
"Empleador o patrono (028)",44,,12,13,15,4
"Trabajador familiar no remunerado (029)",408,22,131,108,105,42
"Trabajador del hogar (030)",70,4,41,14,8,3
"Hombres (032)",3018,23,875,1129,830,161
"Empleado (033)",803,3,141,352,292,15
"Obrero (034)",842,5,368,309,146,14
"Trabajador independiente (035)",1185,5,300,414,355,111
"Empleador o patrono (036)",27,,6,9,11,1
"Trabajador familiar no remunerado (037)",156,10,56,44,26,20
"Trabajador del hogar (038)",5,,4,1,,
"Mujeres (040)",1799,28,546,663,455,107
"Empleado (041)",370,4,117,167,79,3
"Obrero (042)",79,,33,27,15,4
"Trabajador independiente (043)",1016,8,278,388,270,72
"Empleador o patrono (044)",17,,6,4,4,3
"Trabajador familiar no remunerado (045)",252,12,75,64,79,22
"Trabajador del hogar (046)",65,4,37,13,8,3
,,,,,,
"RURAL (048)",8968,74,2577,2857,2532,928
"Empleado (049)",398,,110,174,106,8
"Obrero (050)",1582,7,661,668,217,29
"Trabajador independiente (051)",4745,9,958,1465,1643,670
"Empleador o patrono (052)",61,,23,14,17,7
"Trabajador familiar no remunerado (053)",2114,55,779,529,540,211
"Trabajador del hogar (054)",68,3,46,7,9,3
"Hombres (056)",5747,39,1619,1945,1570,574
"Empleado (057)",330,,80,148,96,6
"Obrero (058)",1442,5,607,621,192,17
"Trabajador independiente (059)",3139,4,563,984,1113,475
"Empleador o patrono (060)",44,,17,7,13,7
"Trabajador familiar no remunerado (061)",776,27,341,185,155,68
"Trabajador del hogar (062)",16,3,11,,1,1
"Mujeres (064)",3221,35,958,912,962,354
"Empleado (065)",68,,30,26,10,2
"Obrero (066)",140,2,54,47,25,12
"Trabajador independiente (067)",1606,5,395,481,530,195
"Empleador o patrono (068)",17,,6,7,4,
"Trabajador familiar no remunerado (069)",1338,28,438,344,385,143
"Trabajador del hogar (070)",52,,35,7,8,2
