"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia SAN MARCOS",,,,,,,,,
"Viviendas particulares (001)",13061,7404,1454,233,14,2162,1269,490,35
"Ocupantes presentes (002)",49938,28472,5322,928,73,8555,4909,1568,111
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12263,7287,1441,224,14,1852,992,420,33
"Ocupantes presentes (005)",47108,28065,5290,897,73,7406,3936,1334,107
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",21,19,2,,,,,,
"Ocupantes presentes (008)",67,62,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",89,79,10,,,,,,
"Ocupantes presentes (011)",304,279,25,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,15,,,,,,,1
"Ocupantes presentes (014)",55,52,,,,,,,3
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",665,,,9,,308,277,70,1
"Ocupantes presentes (017)",2379,,,31,,1140,973,234,1
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",2,2,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,3,1,,,2,,,
"Ocupantes presentes (023)",23,12,2,,,9,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2690,2390,102,5,,44,53,86,10
"Ocupantes presentes (029)",10551,9476,371,22,,155,190,309,28
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2562,2275,90,5,,44,53,86,9
"Ocupantes presentes (032)",10121,9079,341,22,,155,190,309,25
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",21,19,2,,,,,,
"Ocupantes presentes (035)",67,62,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",89,79,10,,,,,,
"Ocupantes presentes (038)",304,279,25,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,15,,,,,,,1
"Ocupantes presentes (041)",55,52,,,,,,,3
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",2,2,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",10371,5014,1352,228,14,2118,1216,404,25
"Ocupantes presentes (056)",39387,18996,4951,906,73,8400,4719,1259,83
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9701,5012,1351,219,14,1808,939,334,24
"Ocupantes presentes (059)",36987,18986,4949,875,73,7251,3746,1025,82
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",665,,,9,,308,277,70,1
"Ocupantes presentes (071)",2379,,,31,,1140,973,234,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,2,1,,,2,,,
"Ocupantes presentes (077)",21,10,2,,,9,,,
"Otro tipo",,,,,,,,,
