"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CONDESUYOS",,,,,,
"Viviendas particulares (001)",5412,5343,66,3,,
"Ocupantes presentes (002)",17146,16656,459,31,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",4210,4149,59,2,,
"Ocupantes presentes (005)",13482,13046,419,17,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",12,11,,1,,
"Ocupantes presentes (011)",38,24,,14,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",50,50,,,,
"Ocupantes presentes (014)",127,127,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1114,1107,7,,,
"Ocupantes presentes (017)",3440,3400,40,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",12,12,,,,
"Ocupantes presentes (020)",30,30,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",13,13,,,,
"Ocupantes presentes (023)",26,26,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",1,1,,,,
"Ocupantes presentes (026)",3,3,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2403,2364,36,3,,
"Ocupantes presentes (029)",7555,7289,235,31,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",2321,2283,36,2,,
"Ocupantes presentes (032)",7350,7098,235,17,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",12,11,,1,,
"Ocupantes presentes (038)",38,24,,14,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",50,50,,,,
"Ocupantes presentes (041)",127,127,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",12,12,,,,
"Ocupantes presentes (047)",30,30,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",8,8,,,,
"Ocupantes presentes (050)",10,10,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",3009,2979,30,,,
"Ocupantes presentes (056)",9591,9367,224,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1889,1866,23,,,
"Ocupantes presentes (059)",6132,5948,184,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1114,1107,7,,,
"Ocupantes presentes (071)",3440,3400,40,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",5,5,,,,
"Ocupantes presentes (077)",16,16,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",3,3,,,,
