"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LUYA (000)",12082,213,5260,3840,1076,392,185,69,16,,1031
"Conviviente (001)",3534,80,1749,990,274,82,34,11,2,,312
"Separado(a) (002)",296,8,117,102,32,10,10,2,1,,14
"Casado(a) (003)",5844,77,2605,1983,526,195,86,35,7,,330
"Viudo(a) (004)",1147,27,454,395,93,39,21,17,4,,97
"Divorciado(a) (005)",28,1,8,10,3,,2,,,,4
"Soltero(a) (006)",1233,20,327,360,148,66,32,4,2,,274
,,,,,,,,,,,
"URBANA (008)",5341,73,1983,1807,579,223,119,47,11,,499
"Conviviente (009)",1348,23,573,411,136,43,20,7,2,,133
"Separado(a) (010)",129,3,45,46,19,2,4,2,1,,7
"Casado(a) (011)",2611,29,1011,932,279,114,57,23,3,,163
"Viudo(a) (012)",597,11,203,211,56,27,15,14,4,,56
"Divorciado(a) (013)",19,1,6,5,2,,2,,,,3
"Soltero(a) (014)",637,6,145,202,87,37,21,1,1,,137
,,,,,,,,,,,
"RURAL (016)",6741,140,3277,2033,497,169,66,22,5,,532
"Conviviente (017)",2186,57,1176,579,138,39,14,4,,,179
"Separado(a) (018)",167,5,72,56,13,8,6,,,,7
"Casado(a) (019)",3233,48,1594,1051,247,81,29,12,4,,167
"Viudo(a) (020)",550,16,251,184,37,12,6,3,,,41
"Divorciado(a) (021)",9,,2,5,1,,,,,,1
"Soltero(a) (022)",596,14,182,158,61,29,11,3,1,,137
