"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANGARAES (000)",1160,14,513,359,218,56
"Sin nivel (001)",141,5,9,30,62,35
"Educación inicial (002)",5,,2,3,,
"Primaria (003)",499,4,166,180,132,17
"Secundaria (004)",418,5,285,106,18,4
"Superior no univ. incompleta (005)",22,,14,8,,
"Superior no univ. completa (006)",24,,12,9,3,
"Superior univ. incompleta (007)",12,,6,5,1,
"Superior univ. completa (008)",39,,19,18,2,
"Hombres (010)",942,5,390,297,196,54
"Sin nivel (011)",113,1,8,18,52,34
"Educación inicial (012)",4,,2,2,,
"Primaria (013)",419,2,122,156,123,16
"Secundaria (014)",340,2,227,90,17,4
"Superior no univ. incompleta (015)",17,,9,8,,
"Superior no univ. completa (016)",12,,6,5,1,
"Superior univ. incompleta (017)",9,,5,3,1,
"Superior univ. completa (018)",28,,11,15,2,
"Mujeres (020)",218,9,123,62,22,2
"Sin nivel (021)",28,4,1,12,10,1
"Educación inicial (022)",1,,,1,,
"Primaria (023)",80,2,44,24,9,1
"Secundaria (024)",78,3,58,16,1,
"Superior no univ. incompleta (025)",5,,5,,,
"Superior no univ. completa (026)",12,,6,4,2,
"Superior univ. incompleta (027)",3,,1,2,,
"Superior univ. completa (028)",11,,8,3,,
,,,,,,
"Area Urbana (030)",293,5,125,110,47,6
"Sin nivel (031)",19,,,8,10,1
"Educación inicial (032)",2,,,2,,
"Primaria (033)",78,1,21,31,22,3
"Secundaria (034)",124,4,69,39,10,2
"Superior no univ. incompleta (035)",17,,10,7,,
"Superior no univ. completa (036)",17,,7,7,3,
"Superior univ. incompleta (037)",8,,4,4,,
"Superior univ. completa (038)",28,,14,12,2,
"Hombres (040)",169,1,71,64,29,4
"Sin nivel (041)",3,,,1,2,
"Educación inicial (042)",1,,,1,,
"Primaria (043)",38,,7,14,15,2
"Secundaria (044)",79,1,43,24,9,2
"Superior no univ. incompleta (045)",12,,5,7,,
"Superior no univ. completa (046)",9,,4,4,1,
"Superior univ. incompleta (047)",7,,4,3,,
"Superior univ. completa (048)",20,,8,10,2,
"Mujeres (050)",124,4,54,46,18,2
"Sin nivel (051)",16,,,7,8,1
"Educación inicial (052)",1,,,1,,
"Primaria (053)",40,1,14,17,7,1
"Secundaria (054)",45,3,26,15,1,
"Superior no univ. incompleta (055)",5,,5,,,
"Superior no univ. completa (056)",8,,3,3,2,
"Superior univ. incompleta (057)",1,,,1,,
"Superior univ. completa (058)",8,,6,2,,
,,,,,,
"Area Rural (060)",867,9,388,249,171,50
"Sin nivel (061)",122,5,9,22,52,34
"Educación inicial (062)",3,,2,1,,
"Primaria (063)",421,3,145,149,110,14
"Secundaria (064)",294,1,216,67,8,2
"Superior no univ. incompleta (065)",5,,4,1,,
"Superior no univ. completa (066)",7,,5,2,,
"Superior univ. incompleta (067)",4,,2,1,1,
"Superior univ. completa (068)",11,,5,6,,
"Hombres (070)",773,4,319,233,167,50
"Sin nivel (071)",110,1,8,17,50,34
"Educación inicial (072)",3,,2,1,,
"Primaria (073)",381,2,115,142,108,14
"Secundaria (074)",261,1,184,66,8,2
"Superior no univ. incompleta (075)",5,,4,1,,
"Superior no univ. completa (076)",3,,2,1,,
"Superior univ. incompleta (077)",2,,1,,1,
"Superior univ. completa (078)",8,,3,5,,
"Mujeres (080)",94,5,69,16,4,
"Sin nivel (081)",12,4,1,5,2,
"Primaria (083)",40,1,30,7,2,
"Secundaria (084)",33,,32,1,,
"Superior no univ. completa (086)",4,,3,1,,
"Superior univ. incompleta (087)",2,,1,1,,
"Superior univ. completa (088)",3,,2,1,,
