"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SECHURA (000)",19445,14292,2477,1057,1619
"Empleado (001)",2773,1014,380,406,973
"Obrero (002)",5058,2678,1180,572,628
"Trabajador independiente (003)",8845,8186,659,,
"Empleador o patrono (004)",736,544,132,54,6
"Trabajador familiar no remunerado (005)",1595,1432,126,25,12
"Trabajador del hogar (006)",438,438,,,
"De 06 a 14 años (008)",528,423,65,14,26
"Empleado (009)",36,27,7,1,1
"Obrero (010)",144,79,30,12,23
"Trabajador independiente (011)",116,101,15,,
"Empleador o patrono (012)",2,1,1,,
"Trabajador familiar no remunerado (013)",198,183,12,1,2
"Trabajador del hogar (014)",32,32,,,
"De 15 a 29 años (016)",7906,5584,1167,436,719
"Empleado (017)",1252,557,166,128,401
"Obrero (018)",2495,1293,614,283,305
"Trabajador independiente (019)",2810,2521,289,,
"Empleador o patrono (020)",191,138,38,11,4
"Trabajador familiar no remunerado (021)",871,788,60,14,9
"Trabajador del hogar (022)",287,287,,,
"De 30 a 44 años (024)",6169,4384,802,409,574
"Empleado (025)",990,280,141,201,368
"Obrero (026)",1543,808,350,180,205
"Trabajador independiente (027)",3002,2776,226,,
"Empleador o patrono (028)",243,171,51,20,1
"Trabajador familiar no remunerado (029)",313,271,34,8,
"Trabajador del hogar (030)",78,78,,,
"De 45 a 64 años (032)",4001,3118,404,191,288
"Empleado (033)",465,134,62,73,196
"Obrero (034)",782,421,176,95,90
"Trabajador independiente (035)",2299,2185,114,,
"Empleador o patrono (036)",239,183,34,21,1
"Trabajador familiar no remunerado (037)",176,155,18,2,1
"Trabajador del hogar (038)",40,40,,,
"De 65 y más años (040)",841,783,39,7,12
"Empleado (041)",30,16,4,3,7
"Obrero (042)",94,77,10,2,5
"Trabajador independiente (043)",618,603,15,,
"Empleador o patrono (044)",61,51,8,2,
"Trabajador familiar no remunerado (045)",37,35,2,,
"Trabajador del hogar (046)",1,1,,,
,,,,,
"URBANA (048)",18044,12992,2412,1042,1598
"Empleado (049)",2697,963,374,401,959
"Obrero (050)",4789,2451,1151,566,621
"Trabajador independiente (051)",8160,7519,641,,
"Empleador o patrono (052)",691,502,130,53,6
"Trabajador familiar no remunerado (053)",1284,1134,116,22,12
