"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CANCHIS (000)",96224,1521,32845,23330,17627,13854,7047
"Jefe o Jefa (001)",26360,,145,3823,8985,8894,4513
"Esposa(o) / compañera(o) (002)",14481,,29,2936,6092,4135,1289
"Hijo(a) / hijastro(a) (003)",43535,1061,27298,13314,1616,242,4
"Yerno / nuera (004)",1103,,12,749,311,28,3
"Nieto(a) (005)",3897,358,3057,461,21,,
"Padres / suegros (006)",1194,,,1,16,225,952
"Otro(a) pariente (007)",4375,91,1939,1465,427,228,225
"Trabajador(a) del hogar (008)",180,,25,120,21,6,8
"Pensionistas (009)",45,,6,19,8,9,3
"Otro(a) no pariente (010)",1054,11,334,442,130,87,50
"Hombres (011)",46622,783,16801,11297,8169,6601,2971
"Jefe o Jefa (012)",17760,,70,2510,6571,6048,2561
"Esposa(o) / compañera(o) (013)",749,,16,239,248,174,72
"Hijo(a) / hijastro(a) (014)",22407,563,13933,6940,851,120,
"Yerno / nuera (015)",504,,5,297,179,21,2
"Nieto(a) (016)",2007,167,1595,234,11,,
"Padres / suegros (017)",321,,,,6,55,260
"Otro(a) pariente (018)",2220,47,996,781,224,121,51
"Trabajador(a) del hogar (019)",35,,11,22,,,2
"Pensionistas (020)",19,,3,8,2,6,
"Otro(a) no pariente (021)",600,6,172,266,77,56,23
"Mujeres (022)",49602,738,16044,12033,9458,7253,4076
"Jefe o Jefa (023)",8600,,75,1313,2414,2846,1952
"Esposa(o) / compañera(o) (024)",13732,,13,2697,5844,3961,1217
"Hijo(a) / hijastro(a) (025)",21128,498,13365,6374,765,122,4
"Yerno / nuera (026)",599,,7,452,132,7,1
"Nieto(a) (027)",1890,191,1462,227,10,,
"Padres / suegros (028)",873,,,1,10,170,692
"Otro(a) pariente (029)",2155,44,943,684,203,107,174
"Trabajador(a) del hogar (030)",145,,14,98,21,6,6
"Pensionistas (031)",26,,3,11,6,3,3
"Otro(a) no pariente (032)",454,5,162,176,53,31,27
,,,,,,,
"URBANA (033)",57645,929,19651,15164,11214,7627,3060
"Jefe o Jefa (034)",15444,,114,2761,5786,4909,1874
"Esposa(o) / compañera(o) (035)",8307,,16,1883,3745,2174,489
"Hijo(a) / hijastro(a) (036)",26192,679,16196,8150,1005,160,2
"Yerno / nuera (037)",622,,7,414,187,13,1
"Nieto(a) (038)",2111,183,1649,264,15,,
"Padres / suegros (039)",671,,,,11,146,514
"Otro(a) pariente (040)",3255,57,1377,1194,337,157,133
"Trabajador(a) del hogar (041)",159,,23,108,18,5,5
"Pensionistas (042)",37,,6,16,6,6,3
"Otro(a) no pariente (043)",847,10,263,374,104,57,39
"Hombres (044)",27963,482,10062,7305,5170,3671,1273
"Jefe o Jefa (045)",10262,,53,1736,4114,3307,1052
"Esposa(o) / compañera(o) (046)",500,,9,163,177,114,37
"Hijo(a) / hijastro(a) (047)",13485,364,8311,4215,518,77,
"Yerno / nuera (048)",298,,3,173,109,12,1
"Nieto(a) (049)",1073,81,843,141,8,,
"Padres / suegros (050)",175,,,,5,34,136
"Otro(a) pariente (051)",1662,31,702,633,177,87,32
"Trabajador(a) del hogar (052)",28,,9,18,,,1
"Pensionistas (053)",15,,3,7,1,4,
"Otro(a) no pariente (054)",465,6,129,219,61,36,14
"Mujeres (055)",29682,447,9589,7859,6044,3956,1787
"Jefe o Jefa (056)",5182,,61,1025,1672,1602,822
"Esposa(o) / compañera(o) (057)",7807,,7,1720,3568,2060,452
"Hijo(a) / hijastro(a) (058)",12707,315,7885,3935,487,83,2
"Yerno / nuera (059)",324,,4,241,78,1,
"Nieto(a) (060)",1038,102,806,123,7,,
"Padres / suegros (061)",496,,,,6,112,378
"Otro(a) pariente (062)",1593,26,675,561,160,70,101
"Trabajador(a) del hogar (063)",131,,14,90,18,5,4
"Pensionistas (064)",22,,3,9,5,2,3
"Otro(a) no pariente (065)",382,4,134,155,43,21,25
,,,,,,,
"RURAL (066)",38579,592,13194,8166,6413,6227,3987
"Jefe o Jefa (067)",10916,,31,1062,3199,3985,2639
"Esposa(o) / compañera(o) (068)",6174,,13,1053,2347,1961,800
"Hijo(a) / hijastro(a) (069)",17343,382,11102,5164,611,82,2
"Yerno / nuera (070)",481,,5,335,124,15,2
"Nieto(a) (071)",1786,175,1408,197,6,,
"Padres / suegros (072)",523,,,1,5,79,438
"Otro(a) pariente (073)",1120,34,562,271,90,71,92
"Trabajador(a) del hogar (074)",21,,2,12,3,1,3
"Pensionistas (075)",8,,,3,2,3,
"Otro(a) no pariente (076)",207,1,71,68,26,30,11
"Hombres (077)",18659,301,6739,3992,2999,2930,1698
"Jefe o Jefa (078)",7498,,17,774,2457,2741,1509
"Esposa(o) / compañera(o) (079)",249,,7,76,71,60,35
"Hijo(a) / hijastro(a) (080)",8922,199,5622,2725,333,43,
"Yerno / nuera (081)",206,,2,124,70,9,1
"Nieto(a) (082)",934,86,752,93,3,,
"Padres / suegros (083)",146,,,,1,21,124
"Otro(a) pariente (084)",558,16,294,148,47,34,19
"Trabajador(a) del hogar (085)",7,,2,4,,,1
"Pensionistas (086)",4,,,1,1,2,
"Otro(a) no pariente (087)",135,,43,47,16,20,9
"Mujeres (088)",19920,291,6455,4174,3414,3297,2289
"Jefe o Jefa (089)",3418,,14,288,742,1244,1130
"Esposa(o) / compañera(o) (090)",5925,,6,977,2276,1901,765
"Hijo(a) / hijastro(a) (091)",8421,183,5480,2439,278,39,2
"Yerno / nuera (092)",275,,3,211,54,6,1
"Nieto(a) (093)",852,89,656,104,3,,
"Padres / suegros (094)",377,,,1,4,58,314
"Otro(a) pariente (095)",562,18,268,123,43,37,73
