"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia LIMA (000)",1854950,1850958,3992
"Casa independiente (001)",1430653,1427040,3613
"Departamento en edificio (002)",285936,285936,
"Vivienda en quinta (003)",61664,61664,
"Vivienda en casa de vecindad (004)",25300,25300,
"Choza o cabaña (005)",362,,362
"Vivienda improvisada (006)",41070,41070,
"Local no dest.para hab. humana (007)",4286,4271,15
"Otro tipo (008)",5679,5677,2
