"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia LORETO (000)",31421,16205,62,172,13213,550,21,31,196,971
"Hombres (001)",12781,8672,41,102,2944,296,15,16,196,499
"Mujeres (002)",18640,7533,21,70,10269,254,6,15,,472
"De 06 a 14 años (003)",14411,12877,,,589,400,2,9,,534
"Hombres (004)",7440,6726,,,239,215,1,4,,255
"Mujeres (005)",6971,6151,,,350,185,1,5,,279
"De 15 a 29 años (006)",9693,3223,7,71,5958,,13,14,194,213
"Hombres (007)",3380,1895,3,34,1119,,10,8,194,117
"Mujeres (008)",6313,1328,4,37,4839,,3,6,,96
"De 30 a 44 años (009)",3861,79,6,51,3624,,3,2,2,94
"Hombres (010)",865,40,4,37,721,,1,1,2,59
"Mujeres (011)",2996,39,2,14,2903,,2,1,,35
"De 45 a 64 años (012)",2369,23,33,29,2206,2,3,2,,71
"Hombres (013)",689,9,26,16,593,2,3,2,,38
"Mujeres (014)",1680,14,7,13,1613,,,,,33
"De 65 y más años (015)",1087,3,16,21,836,148,,4,,59
"Hombres (016)",407,2,8,15,272,79,,1,,30
"Mujeres (017)",680,1,8,6,564,69,,3,,29
,,,,,,,,,,
"AREA URBANA (018)",12930,7140,52,103,5081,194,4,14,4,338
"Hombres (019)",5448,3806,33,61,1265,103,2,7,4,167
"Mujeres (020)",7482,3334,19,42,3816,91,2,7,,171
"De 06 a 14 años (021)",5539,5154,,,203,90,,3,,89
"Hombres (022)",2861,2673,,,90,52,,1,,45
"Mujeres (023)",2678,2481,,,113,38,,2,,44
"De 15 a 29 años (024)",4305,1909,5,43,2209,,3,9,4,123
"Hombres (025)",1687,1099,1,23,490,,2,6,4,62
"Mujeres (026)",2618,810,4,20,1719,,1,3,,61
"De 30 a 44 años (027)",1563,61,5,31,1408,,1,1,,56
"Hombres (028)",389,28,3,20,304,,,,,34
"Mujeres (029)",1174,33,2,11,1104,,1,1,,22
"De 45 a 64 años (030)",992,13,30,19,895,,,,,35
"Hombres (031)",306,4,23,11,257,,,,,11
"Mujeres (032)",686,9,7,8,638,,,,,24
"De 65 y más años (033)",531,3,12,10,366,104,,1,,35
"Hombres (034)",205,2,6,7,124,51,,,,15
"Mujeres (035)",326,1,6,3,242,53,,1,,20
,,,,,,,,,,
"AREA RURAL (036)",18491,9065,10,69,8132,356,17,17,192,633
"Hombres (037)",7333,4866,8,41,1679,193,13,9,192,332
"Mujeres (038)",11158,4199,2,28,6453,163,4,8,,301
"De 06 a 14 años (039)",8872,7723,,,386,310,2,6,,445
"Hombres (040)",4579,4053,,,149,163,1,3,,210
"Mujeres (041)",4293,3670,,,237,147,1,3,,235
"De 15 a 29 años (042)",5388,1314,2,28,3749,,10,5,190,90
"Hombres (043)",1693,796,2,11,629,,8,2,190,55
"Mujeres (044)",3695,518,,17,3120,,2,3,,35
"De 30 a 44 años (045)",2298,18,1,20,2216,,2,1,2,38
"Hombres (046)",476,12,1,17,417,,1,1,2,25
"Mujeres (047)",1822,6,,3,1799,,1,,,13
"De 45 a 64 años (048)",1377,10,3,10,1311,2,3,2,,36
"Hombres (049)",383,5,3,5,336,2,3,2,,27
"Mujeres (050)",994,5,,5,975,,,,,9
"De 65 y más años (051)",556,,4,11,470,44,,3,,24
"Hombres (052)",202,,2,8,148,28,,1,,15
"Mujeres (053)",354,,2,3,322,16,,2,,9
