"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia ANTABAMBA",,,,,,
"Viviendas particulares (001)",3789,3752,35,2,,
"Ocupantes presentes (002)",12064,11758,282,24,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",3471,3434,35,2,,
"Ocupantes presentes (005)",11220,10914,282,24,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",47,47,,,,
"Ocupantes presentes (014)",140,140,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",266,266,,,,
"Ocupantes presentes (017)",699,699,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",5,5,,,,
"Ocupantes presentes (023)",5,5,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2522,2486,35,1,,
"Ocupantes presentes (029)",8488,8196,282,10,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",2470,2434,35,1,,
"Ocupantes presentes (032)",8343,8051,282,10,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",47,47,,,,
"Ocupantes presentes (041)",140,140,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",5,5,,,,
"Ocupantes presentes (050)",5,5,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",1267,1266,,1,,
"Ocupantes presentes (056)",3576,3562,,14,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1001,1000,,1,,
"Ocupantes presentes (059)",2877,2863,,14,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",266,266,,,,
"Ocupantes presentes (071)",699,699,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
