"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LEONCIO PRADO (000)",44205,3201,49,15955,16121,1453,2110,1954,3362
"Empleado (001)",7900,57,5,547,2224,480,1335,813,2439
"Obrero (002)",7698,641,9,3323,3264,161,91,141,68
"Trabajador independiente (003)",21689,1853,20,9208,7910,652,561,789,696
"Empleador o patrono (004)",1341,129,,514,457,46,41,66,88
"Trabajador familiar no remunerado (005)",4481,411,13,1976,1742,82,74,122,61
"Trabajador del hogar (006)",1096,110,2,387,524,32,8,23,10
"Hombres (008)",31965,1972,34,12342,12053,967,1212,1337,2048
"Empleado (009)",4635,17,3,273,1416,277,747,511,1391
"Obrero (010)",6544,418,6,2814,2908,131,77,131,59
"Trabajador independiente (011)",16600,1252,14,7408,6030,482,339,577,498
"Empleador o patrono (012)",1074,106,,434,359,28,22,55,70
"Trabajador familiar no remunerado (013)",2867,146,11,1312,1238,48,27,57,28
"Trabajador del hogar (014)",245,33,,101,102,1,,6,2
"Mujeres (016)",12240,1229,15,3613,4068,486,898,617,1314
"Empleado (017)",3265,40,2,274,808,203,588,302,1048
"Obrero (018)",1154,223,3,509,356,30,14,10,9
"Trabajador independiente (019)",5089,601,6,1800,1880,170,222,212,198
"Empleador o patrono (020)",267,23,,80,98,18,19,11,18
"Trabajador familiar no remunerado (021)",1614,265,2,664,504,34,47,65,33
"Trabajador del hogar (022)",851,77,2,286,422,31,8,17,8
,,,,,,,,,
"URBANA (024)",26549,890,25,6395,11056,1245,1931,1816,3191
"Empleado (025)",7458,49,4,498,2097,455,1240,787,2328
"Obrero (026)",3846,183,3,1285,1989,122,79,123,62
"Trabajador independiente (027)",12000,510,8,3635,5429,545,501,719,653
"Empleador o patrono (028)",678,16,,149,292,41,39,56,85
"Trabajador familiar no remunerado (029)",1722,72,8,560,803,54,64,108,53
"Trabajador del hogar (030)",845,60,2,268,446,28,8,23,10
"Hombres (032)",16962,343,14,4007,7554,798,1087,1219,1940
"Empleado (033)",4374,13,3,239,1336,264,687,496,1336
"Obrero (034)",3231,108,2,1035,1753,98,67,114,54
"Trabajador independiente (035)",7932,192,3,2329,3757,386,292,513,460
"Empleador o patrono (036)",470,8,,100,204,25,20,45,68
"Trabajador familiar no remunerado (037)",843,15,6,273,439,24,21,45,20
"Trabajador del hogar (038)",112,7,,31,65,1,,6,2
"Mujeres (040)",9587,547,11,2388,3502,447,844,597,1251
"Empleado (041)",3084,36,1,259,761,191,553,291,992
"Obrero (042)",615,75,1,250,236,24,12,9,8
"Trabajador independiente (043)",4068,318,5,1306,1672,159,209,206,193
"Empleador o patrono (044)",208,8,,49,88,16,19,11,17
"Trabajador familiar no remunerado (045)",879,57,2,287,364,30,43,63,33
"Trabajador del hogar (046)",733,53,2,237,381,27,8,17,8
,,,,,,,,,
"RURAL (048)",17656,2311,24,9560,5065,208,179,138,171
"Empleado (049)",442,8,1,49,127,25,95,26,111
"Obrero (050)",3852,458,6,2038,1275,39,12,18,6
"Trabajador independiente (051)",9689,1343,12,5573,2481,107,60,70,43
"Empleador o patrono (052)",663,113,,365,165,5,2,10,3
"Trabajador familiar no remunerado (053)",2759,339,5,1416,939,28,10,14,8
"Trabajador del hogar (054)",251,50,,119,78,4,,,
"Hombres (056)",15003,1629,20,8335,4499,169,125,118,108
"Empleado (057)",261,4,,34,80,13,60,15,55
"Obrero (058)",3313,310,4,1779,1155,33,10,17,5
"Trabajador independiente (059)",8668,1060,11,5079,2273,96,47,64,38
"Empleador o patrono (060)",604,98,,334,155,3,2,10,2
"Trabajador familiar no remunerado (061)",2024,131,5,1039,799,24,6,12,8
"Trabajador del hogar (062)",133,26,,70,37,,,,
"Mujeres (064)",2653,682,4,1225,566,39,54,20,63
"Empleado (065)",181,4,1,15,47,12,35,11,56
"Obrero (066)",539,148,2,259,120,6,2,1,1
"Trabajador independiente (067)",1021,283,1,494,208,11,13,6,5
"Empleador o patrono (068)",59,15,,31,10,2,,,1
"Trabajador familiar no remunerado (069)",735,208,,377,140,4,4,2,
"Trabajador del hogar (070)",118,24,,49,41,4,,,
