"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia AMBO (000)",934,260,674
"De 14 a 29 años (001)",493,196,297
"De 30 a 44 años (002)",262,48,214
"De 45 a 64 años (003)",147,16,131
"De 65 y más años (004)",32,,32
"Hombres (005)",725,178,547
"De 14 a 29 años (006)",338,125,213
"De 30 a 44 años (007)",220,42,178
"De 45 a 64 años (008)",136,11,125
"De 65 y más años (009)",31,,31
"Mujeres (010)",209,82,127
"De 14 a 29 años (011)",155,71,84
"De 30 a 44 años (012)",42,6,36
"De 45 a 64 años (013)",11,5,6
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",500,107,393
"De 14 a 29 años (016)",248,81,167
"De 30 a 44 años (017)",157,20,137
"De 45 a 64 años (018)",79,6,73
"De 65 y más años (019)",16,,16
"Hombres (020)",385,73,312
"De 14 a 29 años (021)",175,56,119
"De 30 a 44 años (022)",124,15,109
"De 45 a 64 años (023)",71,2,69
"De 65 y más años (024)",15,,15
"Mujeres (025)",115,34,81
"De 14 a 29 años (026)",73,25,48
"De 30 a 44 años (027)",33,5,28
"De 45 a 64 años (028)",8,4,4
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",434,153,281
"De 14 a 29 años (031)",245,115,130
"De 30 a 44 años (032)",105,28,77
"De 45 a 64 años (033)",68,10,58
"De 65 y más años (034)",16,,16
"Hombres (035)",340,105,235
"De 14 a 29 años (036)",163,69,94
"De 30 a 44 años (037)",96,27,69
"De 45 a 64 años (038)",65,9,56
"De 65 y más años (039)",16,,16
"Mujeres (040)",94,48,46
"De 14 a 29 años (041)",82,46,36
"De 30 a 44 años (042)",9,1,8
"De 45 a 64 años (043)",3,1,2
