"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia VIRU (000)",30684,15492,3135,2625,9432
"Hombres (001)",21886,11248,2358,1893,6387
"Mujeres (002)",8798,4244,777,732,3045
"De 06 a 14 años (003)",606,389,117,73,27
"Hombres (004)",413,269,80,48,16
"Mujeres (005)",193,120,37,25,11
"De 15 a 29 años (006)",14482,5742,1534,1368,5838
"Hombres (007)",10085,4064,1170,974,3877
"Mujeres (008)",4397,1678,364,394,1961
"De 30 a 44 años (009)",9372,4909,880,804,2779
"Hombres (010)",6587,3512,645,574,1856
"Mujeres (011)",2785,1397,235,230,923
"De 45 a 64 años (012)",5042,3479,482,345,736
"Hombres (013)",3812,2598,358,266,590
"Mujeres (014)",1230,881,124,79,146
"De 65 y más años (015)",1182,973,122,35,52
"Hombres (016)",989,805,105,31,48
"Mujeres (017)",193,168,17,4,4
,,,,,
"URBANA (018)",24084,10763,2337,2231,8753
"Hombres (019)",16538,7295,1750,1592,5901
"Mujeres (020)",7546,3468,587,639,2852
"De 06 a 14 años (021)",437,274,78,63,22
"Hombres (022)",289,178,57,40,14
"Mujeres (023)",148,96,21,23,8
"De 15 a 29 años (024)",11877,4124,1135,1167,5451
"Hombres (025)",8040,2762,859,823,3596
"Mujeres (026)",3837,1362,276,344,1855
"De 30 a 44 años (027)",7480,3565,670,686,2559
"Hombres (028)",5077,2394,494,485,1704
"Mujeres (029)",2403,1171,176,201,855
"De 45 a 64 años (030)",3619,2301,354,290,674
"Hombres (031)",2600,1579,254,223,544
"Mujeres (032)",1019,722,100,67,130
"De 65 y más años (033)",671,499,100,25,47
"Hombres (034)",532,382,86,21,43
"Mujeres (035)",139,117,14,4,4
,,,,,
"RURAL (036)",6600,4729,798,394,679
"Hombres (037)",5348,3953,608,301,486
"Mujeres (038)",1252,776,190,93,193
"De 06 a 14 años (039)",169,115,39,10,5
"Hombres (040)",124,91,23,8,2
"Mujeres (041)",45,24,16,2,3
"De 15 a 29 años (042)",2605,1618,399,201,387
"Hombres (043)",2045,1302,311,151,281
"Mujeres (044)",560,316,88,50,106
"De 30 a 44 años (045)",1892,1344,210,118,220
"Hombres (046)",1510,1118,151,89,152
"Mujeres (047)",382,226,59,29,68
"De 45 a 64 años (048)",1423,1178,128,55,62
"Hombres (049)",1212,1019,104,43,46
"Mujeres (050)",211,159,24,12,16
"De 65 y más años (051)",511,474,22,10,5
"Hombres (052)",457,423,19,10,5
"Mujeres (053)",54,51,3,,
