"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia JORGE BASADRE (000)",3115,2974,756,564,635,407,357,155,100,141
"Católica (001)",2609,2488,631,483,542,337,290,123,82,121
"Cristiana/Evangélica (002)",240,230,55,34,45,36,34,19,7,10
"Otra (003)",201,193,48,32,39,27,25,13,9,8
"Ninguna (004)",65,63,22,15,9,7,8,,2,2
,,,,,,,,,,
"URBANA (006)",1878,1774,502,333,391,259,192,60,37,104
"Católica (007)",1596,1508,427,285,339,215,159,52,31,88
"Cristiana/Evangélica (008)",141,134,39,23,24,23,17,5,3,7
"Otra (009)",105,98,25,15,22,17,14,3,2,7
"Ninguna (010)",36,34,11,10,6,4,2,,1,2
,,,,,,,,,,
"RURAL (012)",1237,1200,254,231,244,148,165,95,63,37
"Católica (013)",1013,980,204,198,203,122,131,71,51,33
"Cristiana/Evangélica (014)",99,96,16,11,21,13,17,14,4,3
"Otra (015)",96,95,23,17,17,10,11,10,7,1
"Ninguna (016)",29,29,11,5,3,3,6,,1,
