"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",3755,594,581,1768,28,263,38,483
"Agric., ganadería, caza y silvicultura (001)",1697,1,157,1332,11,196,,
"Explotación de minas y canteras (003)",1,,1,,,,,
"Industrias manufactureras (004)",192,,96,86,4,6,,
"Suministro de electricidad, gas y agua (005)",12,1,11,,,,,
"Construcción (006)",281,6,224,33,2,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",229,10,5,187,7,20,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",12,,3,8,1,,,
"Comercio al por mayor (009)",10,,1,8,1,,,
"Comercio al por menor (010)",207,10,1,171,5,20,,
"Hoteles y restaurantes (011)",53,3,5,38,1,6,,
"Trans., almac. y comunicaciones (012)",58,10,20,24,3,1,,
"Intermediación financiera (013)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (014)",18,5,8,5,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",115,90,25,,,,,
"Enseñanza (016)",397,386,1,8,,2,,
"Servicios sociales y de salud (017)",52,48,2,1,,1,,
"Otras activ. serv.comun.soc y personales (018)",64,25,15,22,,2,,
"Hogares privados con servicio doméstico (019)",38,,,,,,38,
"Actividad economica no especificada (021)",63,7,11,32,,13,,
"Desocupado (022)",483,,,,,,,483
"Hombres (023)",3156,399,547,1546,24,214,5,421
"Agric., ganadería, caza y silvicultura (024)",1651,1,153,1301,11,185,,
"Explotación de minas y canteras (026)",1,,1,,,,,
"Industrias manufactureras (027)",156,,86,62,4,4,,
"Suministro de electricidad, gas y agua (028)",11,1,10,,,,,
"Construcción (029)",279,6,223,32,2,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",115,6,4,96,4,5,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",12,,3,8,1,,,
"Comercio al por mayor (032)",4,,,4,,,,
"Comercio al por menor (033)",99,6,1,84,3,5,,
"Hoteles y restaurantes (034)",6,,1,5,,,,
"Trans., almac. y comunicaciones (035)",55,8,20,23,3,1,,
"Activid.inmobil., empres. y alquileres (037)",17,5,8,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",96,71,25,,,,,
"Enseñanza (039)",271,264,1,5,,1,,
"Servicios sociales y de salud (040)",21,19,2,,,,,
"Otras activ. serv.comun.soc y personales (041)",28,15,6,7,,,,
"Hogares privados con servicio doméstico (042)",5,,,,,,5,
"Actividad economica no especificada (044)",23,3,7,11,,2,,
"Desocupado (045)",421,,,,,,,421
"Mujeres (046)",599,195,34,222,4,49,33,62
"Agric., ganadería, caza y silvicultura (047)",46,,4,31,,11,,
"Industrias manufactureras (050)",36,,10,24,,2,,
"Suministro de electricidad, gas y agua (051)",1,,1,,,,,
"Construcción (052)",2,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",114,4,1,91,3,15,,
"Comercio al por mayor (055)",6,,1,4,1,,,
"Comercio al por menor (056)",108,4,,87,2,15,,
"Hoteles y restaurantes (057)",47,3,4,33,1,6,,
"Trans., almac. y comunicaciones (058)",3,2,,1,,,,
"Intermediación financiera (059)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (060)",1,,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",19,19,,,,,,
"Enseñanza (062)",126,122,,3,,1,,
"Servicios sociales y de salud (063)",31,29,,1,,1,,
"Otras activ. serv.comun.soc y personales (064)",36,10,9,15,,2,,
"Hogares privados con servicio doméstico (065)",33,,,,,,33,
"Actividad economica no especificada (067)",40,4,4,21,,11,,
,,,,,,,,
"URBANA (068)",1362,417,243,485,18,47,22,130
"Agric., ganadería, caza y silvicultura (069)",277,,60,200,2,15,,
"Industrias manufactureras (072)",126,,64,56,4,2,,
"Suministro de electricidad, gas y agua (073)",2,1,1,,,,,
"Construcción (074)",82,5,61,10,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",175,8,5,140,6,16,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",8,,3,5,,,,
"Comercio al por mayor (077)",10,,1,8,1,,,
"Comercio al por menor (078)",157,8,1,127,5,16,,
"Hoteles y restaurantes (079)",37,2,2,31,1,1,,
"Trans., almac. y comunicaciones (080)",47,8,18,17,3,1,,
"Intermediación financiera (081)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (082)",12,3,6,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",82,70,12,,,,,
"Enseñanza (084)",267,260,1,5,,1,,
"Servicios sociales y de salud (085)",42,39,1,1,,1,,
"Otras activ. serv.comun.soc y personales (086)",33,13,7,12,,1,,
"Hogares privados con servicio doméstico (087)",22,,,,,,22,
"Actividad economica no especificada (089)",26,6,5,10,,5,,
"Desocupado (090)",130,,,,,,,130
"Hombres (091)",999,278,227,347,14,24,2,107
"Agric., ganadería, caza y silvicultura (092)",261,,58,187,2,14,,
"Industrias manufactureras (095)",112,,63,44,4,1,,
"Suministro de electricidad, gas y agua (096)",2,1,1,,,,,
"Construcción (097)",81,5,60,10,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",84,4,4,70,3,3,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",8,,3,5,,,,
"Comercio al por mayor (100)",4,,,4,,,,
"Comercio al por menor (101)",72,4,1,61,3,3,,
"Hoteles y restaurantes (102)",5,,,5,,,,
"Trans., almac. y comunicaciones (103)",44,6,18,16,3,1,,
"Activid.inmobil., empres. y alquileres (105)",12,3,6,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",67,55,12,,,,,
"Enseñanza (107)",182,177,1,4,,,,
"Servicios sociales y de salud (108)",15,14,1,,,,,
"Otras activ. serv.comun.soc y personales (109)",17,10,1,6,,,,
"Hogares privados con servicio doméstico (110)",2,,,,,,2,
"Actividad economica no especificada (112)",8,3,2,2,,1,,
"Desocupado (113)",107,,,,,,,107
"Mujeres (114)",363,139,16,138,4,23,20,23
"Agric., ganadería, caza y silvicultura (115)",16,,2,13,,1,,
"Industrias manufactureras (118)",14,,1,12,,1,,
"Construcción (120)",1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",91,4,1,70,3,13,,
"Comercio al por mayor (123)",6,,1,4,1,,,
"Comercio al por menor (124)",85,4,,66,2,13,,
"Hoteles y restaurantes (125)",32,2,2,26,1,1,,
"Trans., almac. y comunicaciones (126)",3,2,,1,,,,
"Intermediación financiera (127)",2,2,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (129)",15,15,,,,,,
"Enseñanza (130)",85,83,,1,,1,,
"Servicios sociales y de salud (131)",27,25,,1,,1,,
"Otras activ. serv.comun.soc y personales (132)",16,3,6,6,,1,,
"Hogares privados con servicio doméstico (133)",20,,,,,,20,
"Actividad economica no especificada (135)",18,3,3,8,,4,,
,,,,,,,,
