"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SIHUAS",,,,,,,,,
"Viviendas particulares (001)",1738,56,52,71,637,82,13,3,824
"Ocupantes presentes (002)",7345,236,194,295,2561,364,44,11,3640
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1726,56,52,70,631,81,13,3,820
"Ocupantes presentes (005)",7295,236,194,290,2533,359,44,11,3628
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",10,,,,6,1,,,3
"Ocupantes presentes (014)",42,,,,28,5,,,9
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,,,,,1
"Ocupantes presentes (017)",3,,,,,,,,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,1,,,,,
"Ocupantes presentes (023)",5,,,5,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1228,54,44,46,596,81,12,3,392
"Ocupantes presentes (029)",5043,228,169,181,2386,359,42,11,1667
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1217,54,44,45,590,80,12,3,389
"Ocupantes presentes (032)",4996,228,169,176,2358,354,42,11,1658
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",10,,,,6,1,,,3
"Ocupantes presentes (041)",42,,,,28,5,,,9
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,1,,,,,
"Ocupantes presentes (050)",5,,,5,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",510,2,8,25,41,1,1,,432
"Ocupantes presentes (056)",2302,8,25,114,175,5,2,,1973
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",509,2,8,25,41,1,1,,431
"Ocupantes presentes (059)",2299,8,25,114,175,5,2,,1970
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,,,,,1
"Ocupantes presentes (071)",3,,,,,,,,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
