"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia SAN ROMAN (000)",149080,146530,2550
"Hombres (001)",71671,70521,1150
"Mujeres (002)",77409,76009,1400
"De 18 a 29 años (003)",58305,56642,1663
"Hombres (004)",28295,27415,880
"Mujeres (005)",30010,29227,783
"De 30 a 44 años (006)",50383,50190,193
"Hombres (007)",23666,23577,89
"Mujeres (008)",26717,26613,104
"De 45 a 64 años (009)",31129,30931,198
"Hombres (010)",15368,15299,69
"Mujeres (011)",15761,15632,129
"De 65 y más años (012)",9263,8767,496
"Hombres (013)",4342,4230,112
"Mujeres (014)",4921,4537,384
,,,
"URBANA (015)",136782,134549,2233
"Hombres (016)",66016,64977,1039
"Mujeres (017)",70766,69572,1194
"De 18 a 29 años (018)",54725,53169,1556
"Hombres (019)",26566,25739,827
"Mujeres (020)",28159,27430,729
"De 30 a 44 años (021)",47217,47040,177
"Hombres (022)",22234,22150,84
"Mujeres (023)",24983,24890,93
"De 45 a 64 años (024)",27751,27596,155
"Hombres (025)",13860,13801,59
"Mujeres (026)",13891,13795,96
"De 65 y más años (027)",7089,6744,345
"Hombres (028)",3356,3287,69
"Mujeres (029)",3733,3457,276
,,,
"RURAL (030)",12298,11981,317
"Hombres (031)",5655,5544,111
"Mujeres (032)",6643,6437,206
"De 18 a 29 años (033)",3580,3473,107
"Hombres (034)",1729,1676,53
"Mujeres (035)",1851,1797,54
"De 30 a 44 años (036)",3166,3150,16
"Hombres (037)",1432,1427,5
"Mujeres (038)",1734,1723,11
"De 45 a 64 años (039)",3378,3335,43
"Hombres (040)",1508,1498,10
"Mujeres (041)",1870,1837,33
"De 65 y más años (042)",2174,2023,151
"Hombres (043)",986,943,43
"Mujeres (044)",1188,1080,108
