"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CARAVELI",,,,,,
"Viviendas particulares (001)",9386,9138,199,43,6,
"Ocupantes presentes (002)",32412,30354,1508,464,86,
"Casa independiente",,,,,,
"Viviendas particulares (004)",8331,8101,183,41,6,
"Ocupantes presentes (005)",29352,27444,1377,445,86,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",4,4,,,,
"Ocupantes presentes (008)",7,7,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",74,68,6,,,
"Ocupantes presentes (011)",242,191,51,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",115,105,8,2,,
"Ocupantes presentes (014)",388,305,64,19,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",687,685,2,,,
"Ocupantes presentes (017)",1832,1816,16,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",136,136,,,,
"Ocupantes presentes (020)",469,469,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",26,26,,,,
"Ocupantes presentes (023)",89,89,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",13,13,,,,
"Ocupantes presentes (026)",33,33,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",6019,5797,176,41,5,
"Ocupantes presentes (029)",21984,20116,1348,448,72,
"Casa independiente",,,,,,
"Viviendas particulares (031)",5657,5451,162,39,5,
"Ocupantes presentes (032)",20768,19034,1233,429,72,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",4,4,,,,
"Ocupantes presentes (035)",7,7,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",74,68,6,,,
"Ocupantes presentes (038)",242,191,51,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",115,105,8,2,,
"Ocupantes presentes (041)",388,305,64,19,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",136,136,,,,
"Ocupantes presentes (047)",469,469,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",25,25,,,,
"Ocupantes presentes (050)",86,86,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",8,8,,,,
"Ocupantes presentes (053)",24,24,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",3367,3341,23,2,1,
"Ocupantes presentes (056)",10428,10238,160,16,14,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2674,2650,21,2,1,
"Ocupantes presentes (059)",8584,8410,144,16,14,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",687,685,2,,,
"Ocupantes presentes (071)",1832,1816,16,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",3,3,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",5,5,,,,
"Ocupantes presentes (080)",9,9,,,,
