"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia VILCAS HUAMAN (000)",5937,4920,591,154,272
"Sin nivel (001)",641,620,17,,4
"Educación inicial (002)",4,4,,,
"Primaria (003)",2590,2370,164,24,32
"Secundaria (004)",1855,1573,162,34,86
"Superior no univ. incompleta (005)",143,91,30,3,19
"Superior no univ. completa (006)",274,125,79,29,41
"Superior univ. incompleta (007)",69,37,13,11,8
"Superior univ. completa (008)",361,100,126,53,82
"De 06 a 14 años (010)",165,154,10,1,
"Sin nivel (011)",5,5,,,
"Educación inicial (012)",1,1,,,
"Primaria (013)",131,122,9,,
"Secundaria (014)",28,26,1,1,
"De 15 a 29 años (020)",1556,1297,167,34,58
"Sin nivel (021)",47,43,3,,1
"Primaria (023)",536,482,40,8,6
"Secundaria (024)",794,679,77,14,24
"Superior no univ. incompleta (025)",52,34,9,2,7
"Superior no univ. completa (026)",56,30,16,2,8
"Superior univ. incompleta (027)",17,11,2,2,2
"Superior univ. completa (028)",54,18,20,6,10
"De 30 a 44 años (030)",2047,1590,238,69,150
"Sin nivel (031)",116,110,5,,1
"Educación inicial (032)",3,3,,,
"Primaria (033)",776,698,58,6,14
"Secundaria (034)",710,600,59,15,36
"Superior no univ. incompleta (035)",61,38,15,,8
"Superior no univ. completa (036)",146,69,37,15,25
"Superior univ. incompleta (037)",40,21,7,6,6
"Superior univ. completa (038)",195,51,57,27,60
"De 45 a 64 años (040)",1425,1170,151,48,56
"Sin nivel (041)",203,199,3,,1
"Primaria (043)",737,677,42,8,10
"Secundaria (044)",271,220,23,4,24
"Superior no univ. incompleta (045)",29,18,6,1,4
"Superior no univ. completa (046)",66,23,25,12,6
"Superior univ. incompleta (047)",12,5,4,3,
"Superior univ. completa (048)",107,28,48,20,11
"De 65 y más años (050)",744,709,25,2,8
"Sin nivel (051)",270,263,6,,1
"Primaria (053)",410,391,15,2,2
"Secundaria (054)",52,48,2,,2
"Superior no univ. incompleta (055)",1,1,,,
"Superior no univ. completa (056)",6,3,1,,2
"Superior univ. completa (058)",5,3,1,,1
,,,,,
"URBANA (060)",2205,1572,332,105,196
"Sin nivel (061)",133,129,3,,1
"Educación inicial (062)",2,2,,,
"Primaria (063)",690,616,58,8,8
