"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia FERREÑAFE",,,,,,,,,
"Viviendas particulares (001)",21689,3463,6399,5444,3356,1667,786,279,295
"Ocupantes presentes (002)",95816,13040,26855,24279,16006,8433,4084,1535,1584
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",21129,3149,6247,5392,3328,1657,784,278,294
"Ocupantes presentes (005)",93879,12080,26289,24059,15869,8394,4077,1530,1581
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",57,9,13,15,10,7,1,1,1
"Ocupantes presentes (008)",190,24,40,57,31,26,4,5,3
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",45,14,16,7,5,2,1,,
"Ocupantes presentes (011)",152,38,45,29,29,8,3,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",69,49,13,3,4,,,,
"Ocupantes presentes (014)",241,152,46,10,33,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",127,48,49,23,6,1,,,
"Ocupantes presentes (017)",572,187,230,115,35,5,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",253,190,60,2,1,,,,
"Ocupantes presentes (020)",770,555,201,7,7,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",9,4,1,2,2,,,,
"Ocupantes presentes (023)",12,4,4,2,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",11947,1668,3113,3160,2015,1072,513,187,219
"Ocupantes presentes (029)",51338,5604,12140,13851,9541,5382,2629,1003,1188
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",11517,1402,3011,3133,1993,1063,511,186,218
"Ocupantes presentes (032)",49979,4831,11808,13748,9439,5348,2622,998,1185
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",57,9,13,15,10,7,1,1,1
"Ocupantes presentes (035)",190,24,40,57,31,26,4,5,3
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",45,14,16,7,5,2,1,,
"Ocupantes presentes (038)",152,38,45,29,29,8,3,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",69,49,13,3,4,,,,
"Ocupantes presentes (041)",241,152,46,10,33,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",253,190,60,2,1,,,,
"Ocupantes presentes (047)",770,555,201,7,7,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,4,,,2,,,,
"Ocupantes presentes (050)",6,4,,,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9742,1795,3286,2284,1341,595,273,92,76
"Ocupantes presentes (056)",44478,7436,14715,10428,6465,3051,1455,532,396
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9612,1747,3236,2259,1335,594,273,92,76
"Ocupantes presentes (059)",43900,7249,14481,10311,6430,3046,1455,532,396
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",127,48,49,23,6,1,,,
"Ocupantes presentes (071)",572,187,230,115,35,5,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,1,2,,,,,
"Ocupantes presentes (077)",6,,4,2,,,,,
"Otro tipo",,,,,,,,,
