"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ASCOPE (000)",2883,722,2161
"Sin nivel (001)",81,14,67
"Educación inicial (002)",7,4,3
"Primaria (003)",495,94,401
"Secundaria (004)",1272,352,920
"Superior no univ. incompleta (005)",220,63,157
"Superior no univ. completa (006)",420,100,320
"Superior univ. incompleta (007)",129,39,90
"Superior univ. completa (008)",259,56,203
"Hombres (010)",2200,476,1724
"Sin nivel (011)",65,10,55
"Educación inicial (012)",6,3,3
"Primaria (013)",412,71,341
"Secundaria (014)",1051,255,796
"Superior no univ. incompleta (015)",147,34,113
"Superior no univ. completa (016)",258,45,213
"Superior univ. incompleta (017)",86,20,66
"Superior univ. completa (018)",175,38,137
"Mujeres (020)",683,246,437
"Sin nivel (021)",16,4,12
"Educación inicial (022)",1,1,
"Primaria (023)",83,23,60
"Secundaria (024)",221,97,124
"Superior no univ. incompleta (025)",73,29,44
"Superior no univ. completa (026)",162,55,107
"Superior univ. incompleta (027)",43,19,24
"Superior univ. completa (028)",84,18,66
,,,
"AREA URBANA (030)",2683,653,2030
"Sin nivel (031)",73,12,61
"Educación inicial (032)",7,4,3
"Primaria (033)",453,85,368
"Secundaria (034)",1183,321,862
"Superior no univ. incompleta (035)",207,57,150
"Superior no univ. completa (036)",387,87,300
"Superior univ. incompleta (037)",122,37,85
"Superior univ. completa (038)",251,50,201
"Hombres (040)",2056,445,1611
"Sin nivel (041)",60,10,50
"Educación inicial (042)",6,3,3
"Primaria (043)",377,64,313
"Secundaria (044)",986,241,745
"Superior no univ. incompleta (045)",141,33,108
"Superior no univ. completa (046)",236,41,195
"Superior univ. incompleta (047)",82,20,62
"Superior univ. completa (048)",168,33,135
"Mujeres (050)",627,208,419
"Sin nivel (051)",13,2,11
"Educación inicial (052)",1,1,
"Primaria (053)",76,21,55
"Secundaria (054)",197,80,117
"Superior no univ. incompleta (055)",66,24,42
"Superior no univ. completa (056)",151,46,105
"Superior univ. incompleta (057)",40,17,23
"Superior univ. completa (058)",83,17,66
,,,
"AREA RURAL (060)",200,69,131
"Sin nivel (061)",8,2,6
"Primaria (063)",42,9,33
"Secundaria (064)",89,31,58
"Superior no univ. incompleta (065)",13,6,7
"Superior no univ. completa (066)",33,13,20
"Superior univ. incompleta (067)",7,2,5
"Superior univ. completa (068)",8,6,2
"Hombres (070)",144,31,113
"Sin nivel (071)",5,,5
"Primaria (073)",35,7,28
"Secundaria (074)",65,14,51
"Superior no univ. incompleta (075)",6,1,5
"Superior no univ. completa (076)",22,4,18
"Superior univ. incompleta (077)",4,,4
"Superior univ. completa (078)",7,5,2
"Mujeres (080)",56,38,18
"Sin nivel (081)",3,2,1
"Primaria (083)",7,2,5
"Secundaria (084)",24,17,7
"Superior no univ. incompleta (085)",7,5,2
"Superior no univ. completa (086)",11,9,2
"Superior univ. incompleta (087)",3,2,1
"Superior univ. completa (088)",1,1,
