"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PASCO",,,,,,,,,
"Viviendas particulares (001)",7987,7156,506,51,108,55,7,20,84
"Ocupantes presentes (002)",34812,31113,2258,193,459,284,36,92,377
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7108,6352,451,49,102,51,7,19,77
"Ocupantes presentes (005)",31435,28053,2024,189,431,269,36,88,345
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",74,71,2,,1,,,,
"Ocupantes presentes (008)",275,256,10,,9,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",487,445,33,1,1,2,,,5
"Ocupantes presentes (011)",1829,1674,123,3,2,10,,,17
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",282,264,10,,3,2,,1,2
"Ocupantes presentes (014)",1130,1056,36,,14,5,,4,15
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",9,1,8,,,,,,
"Ocupantes presentes (017)",60,3,57,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",17,14,1,1,1,,,,
"Ocupantes presentes (020)",56,47,5,1,3,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",10,9,1,,,,,,
"Ocupantes presentes (023)",27,24,3,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7725,7077,346,51,91,54,7,20,79
"Ocupantes presentes (029)",33592,30800,1451,193,383,280,36,92,357
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6856,6274,300,49,85,50,7,19,72
"Ocupantes presentes (032)",30278,27743,1277,189,355,265,36,88,325
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",74,71,2,,1,,,,
"Ocupantes presentes (035)",275,256,10,,9,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",487,445,33,1,1,2,,,5
"Ocupantes presentes (038)",1829,1674,123,3,2,10,,,17
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",282,264,10,,3,2,,1,2
"Ocupantes presentes (041)",1130,1056,36,,14,5,,4,15
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",17,14,1,1,1,,,,
"Ocupantes presentes (047)",56,47,5,1,3,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",9,9,,,,,,,
"Ocupantes presentes (050)",24,24,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",262,79,160,,17,1,,,5
"Ocupantes presentes (056)",1220,313,807,,76,4,,,20
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",252,78,151,,17,1,,,5
"Ocupantes presentes (059)",1157,310,747,,76,4,,,20
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",9,1,8,,,,,,
"Ocupantes presentes (071)",60,3,57,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",3,,3,,,,,,
"Otro tipo",,,,,,,,,
