"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",33856,32801,9366,4084,3969,3365,4931,3232,2092,1762,1055,102652
"De 12 a 14 años (001)",4153,4104,4064,34,6,,,,,,49,46
"De 15 a 19 años (002)",5472,5235,3796,1074,309,44,12,,,,237,1872
"De 20 a 24 años (003)",4081,3804,771,1258,1047,503,205,20,,,277,5845
"De 25 a 29 años (004)",3763,3579,250,711,917,764,756,163,18,,184,9314
"De 30 a 34 años (005)",3115,3047,114,359,555,628,887,379,107,18,68,10750
"De 35 a 39 años (006)",3126,3076,94,198,389,541,928,573,280,73,50,13557
"De 40 a 44 años (007)",2542,2507,65,134,276,304,710,548,309,161,35,12734
"De 45 a 49 años (008)",2047,2015,52,102,170,240,436,443,318,254,32,11518
"De 50 y más años (009)",5557,5434,160,214,300,341,997,1106,1060,1256,123,37016
"PEA (010)",9841,9484,1725,1365,1396,1214,1602,1071,615,496,357,32593
"De 12 a 14 años (011)",251,248,242,5,1,,,,,,3,7
"De 15 a 19 años (012)",1089,1051,782,202,62,4,1,,,,38,342
"De 20 a 24 años (013)",1170,1059,310,377,231,106,31,4,,,111,1310
"De 25 a 29 años (014)",1200,1105,145,272,295,202,154,34,3,,95,2374
"De 30 a 34 años (015)",1109,1069,72,191,233,225,229,97,19,3,40,3153
"De 35 a 39 años (016)",1268,1250,59,113,225,244,357,160,73,19,18,4725
"De 40 a 44 años (017)",1097,1084,35,76,157,160,300,206,102,48,13,4913
"De 45 a 49 años (018)",869,857,28,52,90,134,180,190,108,75,12,4400
"De 50 y más años (019)",1788,1761,52,77,102,139,350,380,310,351,27,11369
"Ocupada (020)",9530,9194,1619,1298,1359,1196,1575,1054,607,486,336,31991
