"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia SANTIAGO DE CHUCO",,,,,,,,,
"Viviendas particulares (001)",12871,3320,656,330,5,1547,6689,245,79
"Ocupantes presentes (002)",56089,14069,2919,1580,30,6674,29613,917,287
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12402,3188,620,327,4,1527,6418,240,78
"Ocupantes presentes (005)",53960,13477,2781,1561,24,6589,28356,890,282
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",89,88,,,,,,1,
"Ocupantes presentes (008)",395,392,,,,,,3,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,8,3,,,,,,
"Ocupantes presentes (011)",34,24,10,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",86,35,32,,,,16,2,1
"Ocupantes presentes (014)",387,172,124,,,,75,11,5
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",270,,,3,1,20,246,,
"Ocupantes presentes (017)",1268,,,19,6,85,1158,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5,,,,,,3,2,
"Ocupantes presentes (020)",26,,,,,,13,13,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,1,1,,,,6,,
"Ocupantes presentes (023)",19,4,4,,,,11,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4619,2353,274,21,1,69,1724,129,48
"Ocupantes presentes (029)",19753,9911,1197,79,14,264,7616,488,184
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4421,2221,238,21,1,69,1700,124,47
"Ocupantes presentes (032)",18895,9319,1059,79,14,264,7520,461,179
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",89,88,,,,,,1,
"Ocupantes presentes (035)",395,392,,,,,,3,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,8,3,,,,,,
"Ocupantes presentes (038)",34,24,10,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",86,35,32,,,,16,2,1
"Ocupantes presentes (041)",387,172,124,,,,75,11,5
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5,,,,,,3,2,
"Ocupantes presentes (047)",26,,,,,,13,13,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,1,1,,,,5,,
"Ocupantes presentes (050)",16,4,4,,,,8,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8252,967,382,309,4,1478,4965,116,31
"Ocupantes presentes (056)",36336,4158,1722,1501,16,6410,21997,429,103
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",7981,967,382,306,3,1458,4718,116,31
"Ocupantes presentes (059)",35065,4158,1722,1482,10,6325,20836,429,103
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",270,,,3,1,20,246,,
"Ocupantes presentes (071)",1268,,,19,6,85,1158,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,1,,
"Ocupantes presentes (077)",3,,,,,,3,,
"Otro tipo",,,,,,,,,
