"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia EL COLLAO (000)",21954,123,419,1240,2737,4216,6190,7029
"De 12 a 14 años (001)",26,,,,,,1,25
"De 15 a 19 años (002)",437,,,,,,226,211
"De 20 a 24 años (003)",2030,,,,,4,1077,949
"De 25 a 29 años (004)",2708,,,,,109,1574,1025
"De 30 a 34 años (005)",2441,,,,,415,1290,736
"De 35 a 39 años (006)",2451,,,,25,814,1014,598
"De 40 a 44 años (007)",2096,,,,126,854,589,527
"De 45 a 49 años (008)",1926,,,3,341,835,338,409
"De 50 y más años (009)",7839,123,419,1237,2245,1185,81,2549
"PEA (010)",10771,27,127,559,1347,2234,3133,3344
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",164,,,,,,91,73
"De 20 a 24 años (013)",990,,,,,1,533,456
"De 25 a 29 años (014)",1348,,,,,52,796,500
"De 30 a 34 años (015)",1263,,,,,222,664,377
"De 35 a 39 años (016)",1302,,,,11,431,531,329
"De 40 a 44 años (017)",1131,,,,77,467,307,280
"De 45 a 49 años (018)",1029,,,,159,451,176,243
"De 50 y más años (019)",3541,27,127,559,1100,610,35,1083
"Ocupada (020)",10502,26,126,555,1336,2183,3046,3230
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",156,,,,,,87,69
"De 20 a 24 años (023)",934,,,,,1,512,421
"De 25 a 29 años (024)",1282,,,,,48,765,469
"De 30 a 34 años (025)",1221,,,,,216,643,362
"De 35 a 39 años (026)",1276,,,,11,418,525,322
"De 40 a 44 años (027)",1113,,,,75,457,306,275
"De 45 a 49 años (028)",1006,,,,156,436,174,240
"De 50 y más años (029)",3512,26,126,555,1094,607,34,1070
"Desocupada (030)",269,1,1,4,11,51,87,114
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",8,,,,,,4,4
"De 20 a 24 años (033)",56,,,,,,21,35
"De 25 a 29 años (034)",66,,,,,4,31,31
"De 30 a 34 años (035)",42,,,,,6,21,15
"De 35 a 39 años (036)",26,,,,,13,6,7
"De 40 a 44 años (037)",18,,,,2,10,1,5
"De 45 a 49 años (038)",23,,,,3,15,2,3
"De 50 y más años (039)",29,1,1,4,6,3,1,13
"No PEA (040)",11183,96,292,681,1390,1982,3057,3685
"De 12 a 14 años (041)",23,,,,,,1,22
"De 15 a 19 años (042)",273,,,,,,135,138
"De 20 a 24 años (043)",1040,,,,,3,544,493
"De 25 a 29 años (044)",1360,,,,,57,778,525
"De 30 a 34 años (045)",1178,,,,,193,626,359
"De 35 a 39 años (046)",1149,,,,14,383,483,269
