"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia LORETO (000)",62165,56649,5098,418
"Hombres (001)",33247,30601,2426,220
"Mujeres (002)",28918,26048,2672,198
"Menores de 1 año (003)",1975,982,906,87
"Hombres (004)",1016,519,448,49
"Mujeres (005)",959,463,458,38
"De 1 a 5 años (006)",9815,6942,2608,265
"Hombres (007)",4943,3512,1289,142
"Mujeres (008)",4872,3430,1319,123
"De 6 a 14 años (009)",14911,14314,576,21
"Hombres (010)",7795,7484,299,12
"Mujeres (011)",7116,6830,277,9
"De 15 a 29 años (012)",16270,15739,511,20
"Hombres (013)",8450,8257,186,7
"Mujeres (014)",7820,7482,325,13
"De 30 a 44 años (015)",10423,10171,238,14
"Hombres (016)",5862,5755,102,5
"Mujeres (017)",4561,4416,136,9
"De 45 a 64 años (018)",6723,6576,140,7
"Hombres (019)",4020,3956,61,3
"Mujeres (020)",2703,2620,79,4
"De 65 a más años (021)",2048,1925,119,4
"Hombres (022)",1161,1118,41,2
"Mujeres (023)",887,807,78,2
,,,,
"URBANA (024)",26311,25449,701,161
"Hombres (025)",14201,13784,318,99
"Mujeres (026)",12110,11665,383,62
"Menores de 1 año (027)",746,492,215,39
"Hombres (028)",370,241,104,25
"Mujeres (029)",376,251,111,14
"De 1 a 5 años (030)",3497,2960,421,116
"Hombres (031)",1768,1501,197,70
"Mujeres (032)",1729,1459,224,46
"De 6 a 14 años (033)",5722,5703,16,3
"Hombres (034)",2984,2974,7,3
"Mujeres (035)",2738,2729,9,
"De 15 a 29 años (036)",7335,7329,6,
"Hombres (037)",3843,3841,2,
"Mujeres (038)",3492,3488,4,
"De 30 a 44 años (039)",4908,4904,4,
"Hombres (040)",2810,2809,1,
"Mujeres (041)",2098,2095,3,
"De 45 a 64 años (042)",3137,3128,8,1
"Hombres (043)",1895,1893,2,
"Mujeres (044)",1242,1235,6,1
"De 65 a más años (045)",966,933,31,2
"Hombres (046)",531,525,5,1
"Mujeres (047)",435,408,26,1
,,,,
"RURAL (048)",35854,31200,4397,257
"Hombres (049)",19046,16817,2108,121
"Mujeres (050)",16808,14383,2289,136
"Menores de 1 año (051)",1229,490,691,48
"Hombres (052)",646,278,344,24
"Mujeres (053)",583,212,347,24
"De 1 a 5 años (054)",6318,3982,2187,149
"Hombres (055)",3175,2011,1092,72
"Mujeres (056)",3143,1971,1095,77
"De 6 a 14 años (057)",9189,8611,560,18
"Hombres (058)",4811,4510,292,9
"Mujeres (059)",4378,4101,268,9
"De 15 a 29 años (060)",8935,8410,505,20
"Hombres (061)",4607,4416,184,7
"Mujeres (062)",4328,3994,321,13
"De 30 a 44 años (063)",5515,5267,234,14
"Hombres (064)",3052,2946,101,5
"Mujeres (065)",2463,2321,133,9
"De 45 a 64 años (066)",3586,3448,132,6
"Hombres (067)",2125,2063,59,3
"Mujeres (068)",1461,1385,73,3
"De 65 a más años (069)",1082,992,88,2
"Hombres (070)",630,593,36,1
"Mujeres (071)",452,399,52,1
