"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TACNA (000)",71207,66241,325,18988,20167,12126,9988,3405,1029,213,4966,171773
"De 12 a 14 años (001)",79,43,2,31,10,,,,,,36,51
"De 15 a 19 años (002)",1195,1021,14,901,85,14,7,,,,174,1141
"De 20 a 24 años (003)",6615,4939,46,3724,985,145,25,14,,,1676,6323
"De 25 a 29 años (004)",10006,8469,57,4672,2839,721,169,9,2,,1537,13287
"De 30 a 34 años (005)",10281,9628,33,3454,3982,1580,538,36,3,2,653,18697
"De 35 a 39 años (006)",9966,9612,32,2188,4009,2139,1092,141,9,2,354,22261
"De 40 a 44 años (007)",8385,8185,28,1381,2897,2126,1446,266,36,5,200,21802
"De 45 a 49 años (008)",6643,6550,26,901,2004,1671,1463,394,79,12,93,19531
"De 50 y más años (009)",18037,17794,87,1736,3356,3730,5248,2545,900,192,243,68680
"PEA (010)",39476,36518,188,11224,11622,6625,4964,1447,378,70,2958,88982
"De 12 a 14 años (011)",11,9,,7,2,,,,,,2,11
"De 15 a 19 años (012)",428,374,7,330,28,9,,,,,54,413
"De 20 a 24 años (013)",3169,2304,26,1785,416,57,10,10,,,865,2892
"De 25 a 29 años (014)",5582,4546,37,2724,1379,322,76,7,1,,1036,6813
"De 30 a 34 años (015)",6276,5797,25,2328,2301,834,279,27,1,2,479,10810
"De 35 a 39 años (016)",6488,6223,22,1574,2581,1320,639,83,3,1,265,13976
"De 40 a 44 años (017)",5600,5473,23,1004,1999,1385,893,148,18,3,127,14114
"De 45 a 49 años (018)",4355,4297,15,664,1342,1076,928,226,42,4,58,12402
"De 50 y más años (019)",7567,7495,33,808,1574,1622,2139,946,313,60,72,27551
