"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia SANTA",,,,,,,,,
"Hogares (001)",95635,8160,3455,1931,1352,720,470,455,79092
"Ocupantes presentes (002)",392074,33122,13304,7100,5046,3023,2113,2395,325971
"Casa independiente",,,,,,,,,
"Hogares (004)",90017,7892,3348,1851,1296,692,457,437,74044
"Ocupantes presentes (005)",373504,32297,12981,6863,4851,2894,2046,2309,309263
"Departamento en edificio",,,,,,,,,
"Hogares (007)",1033,85,32,18,11,10,5,3,869
"Ocupantes presentes (008)",3342,271,102,55,40,43,34,5,2792
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",508,42,18,8,8,5,1,2,424
"Ocupantes presentes (011)",1734,131,59,29,29,27,6,13,1440
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",397,23,12,12,4,1,1,4,340
"Ocupantes presentes (014)",1408,106,47,32,4,5,6,17,1191
"Choza o cabaña",,,,,,,,,
"Hogares (016)",352,5,1,2,,,,,344
"Ocupantes presentes (017)",1053,14,4,7,,,,,1028
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",3192,108,42,38,33,12,6,9,2944
"Ocupantes presentes (020)",10701,295,107,101,122,54,21,51,9950
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",127,4,2,1,,,,,120
"Ocupantes presentes (023)",297,7,4,10,,,,,276
"Otro tipo",,,,,,,,,
"Hogares (025)",9,1,,1,,,,,7
"Ocupantes presentes (026)",35,1,,3,,,,,31
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",89013,7924,3368,1893,1329,711,457,444,72887
"Ocupantes presentes (029)",366116,32168,12986,6958,4961,2994,2077,2351,301621
"Casa independiente",,,,,,,,,
"Hogares (031)",83750,7661,3262,1815,1273,683,444,426,68186
"Ocupantes presentes (032)",348607,31357,12667,6728,4766,2865,2010,2265,285949
"Departamento en edificio",,,,,,,,,
"Hogares (034)",1033,85,32,18,11,10,5,3,869
"Ocupantes presentes (035)",3342,271,102,55,40,43,34,5,2792
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",508,42,18,8,8,5,1,2,424
"Ocupantes presentes (038)",1734,131,59,29,29,27,6,13,1440
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",397,23,12,12,4,1,1,4,340
"Ocupantes presentes (041)",1408,106,47,32,4,5,6,17,1191
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",3192,108,42,38,33,12,6,9,2944
"Ocupantes presentes (047)",10701,295,107,101,122,54,21,51,9950
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",124,4,2,1,,,,,117
"Ocupantes presentes (050)",289,7,4,10,,,,,268
"Otro tipo",,,,,,,,,
"Hogares (052)",9,1,,1,,,,,7
"Ocupantes presentes (053)",35,1,,3,,,,,31
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",6622,236,87,38,23,9,13,11,6205
"Ocupantes presentes (056)",25958,954,318,142,85,29,36,44,24350
"Casa independiente",,,,,,,,,
"Hogares (058)",6267,231,86,36,23,9,13,11,5858
"Ocupantes presentes (059)",24897,940,314,135,85,29,36,44,23314
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",352,5,1,2,,,,,344
"Ocupantes presentes (071)",1053,14,4,7,,,,,1028
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",8,,,,,,,,8
"Otro tipo",,,,,,,,,
