"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ILO (000)",24911,23620,6747,4529,5024,3171,2671,927,383,168,1291,46724
"De 12 a 14 años (001)",1769,1755,1740,10,5,,,,,,14,20
"De 15 a 19 años (002)",2659,2607,2342,235,22,4,4,,,,52,307
"De 20 a 24 años (003)",2744,2376,1173,913,225,56,8,1,,,368,1572
"De 25 a 29 años (004)",3023,2590,591,1097,679,172,51,,,,433,3183
"De 30 a 34 años (005)",2864,2684,300,872,1008,383,109,11,1,,180,4570
"De 35 a 39 años (006)",2672,2591,196,523,1049,521,266,31,3,2,81,5553
"De 40 a 44 años (007)",2167,2110,148,331,708,515,341,54,10,3,57,5199
"De 45 a 49 años (008)",1857,1818,81,214,544,497,388,69,20,5,39,5151
"De 50 y más años (009)",5156,5089,176,334,784,1023,1504,761,349,158,67,21169
"PEA (010)",10334,9568,2064,2276,2392,1386,1006,298,105,41,766,18836
"De 12 a 14 años (011)",53,53,50,1,2,,,,,,,5
"De 15 a 19 años (012)",507,491,422,56,8,2,3,,,,16,90
"De 20 a 24 años (013)",1199,995,575,332,68,16,3,1,,,204,534
"De 25 a 29 años (014)",1575,1284,416,539,259,53,17,,,,291,1287
"De 30 a 34 años (015)",1521,1393,213,496,466,168,45,5,,,128,2153
"De 35 a 39 años (016)",1543,1488,152,334,587,266,129,17,2,1,55,2990
"De 40 a 44 años (017)",1228,1191,102,222,382,281,175,25,3,1,37,2765
"De 45 a 49 años (018)",977,958,56,140,287,242,189,33,10,1,19,2564
"De 50 y más años (019)",1731,1715,78,156,333,358,445,217,90,38,16,6448
"Ocupada (020)",9665,9000,1874,2132,2283,1322,960,288,102,39,665,17975
"De 12 a 14 años (021)",52,52,49,1,2,,,,,,,5
