"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CANTA",,,,,,,,,
"Viviendas particulares (001)",2612,121,107,24,146,4,,2,2208
"Ocupantes presentes (002)",9080,352,302,92,560,15,,10,7749
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2528,117,106,24,145,4,,2,2130
"Ocupantes presentes (005)",8797,338,299,92,557,15,,10,7486
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,,,,,,,,2
"Ocupantes presentes (008)",4,,,,,,,,4
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",21,,1,,1,,,,19
"Ocupantes presentes (011)",60,,3,,3,,,,54
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",55,4,,,,,,,51
"Ocupantes presentes (014)",193,14,,,,,,,179
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,,,,,,,,4
"Ocupantes presentes (017)",14,,,,,,,,14
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",12,,,,,,,,12
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1558,114,49,15,32,3,,,1345
"Ocupantes presentes (029)",5130,321,160,59,104,8,,,4478
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1478,110,48,15,31,3,,,1271
"Ocupantes presentes (032)",4861,307,157,59,101,8,,,4229
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,,,,,,,,2
"Ocupantes presentes (035)",4,,,,,,,,4
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",21,,1,,1,,,,19
"Ocupantes presentes (038)",60,,3,,3,,,,54
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",55,4,,,,,,,51
"Ocupantes presentes (041)",193,14,,,,,,,179
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",12,,,,,,,,12
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1054,7,58,9,114,1,,2,863
"Ocupantes presentes (056)",3950,31,142,33,456,7,,10,3271
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1050,7,58,9,114,1,,2,859
"Ocupantes presentes (059)",3936,31,142,33,456,7,,10,3257
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,,,,,,,,4
"Ocupantes presentes (071)",14,,,,,,,,14
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
