"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia FERREÑAFE",,,
"Viviendas particulares (001)",11982,10832,1150
"Ocupantes presentes (002)",52911,47709,5202
"Casa independiente",,,
"Viviendas particulares (004)",11757,10631,1126
"Ocupantes presentes (005)",52206,47095,5111
"Departamento en edificio",,,
"Viviendas particulares (007)",56,55,1
"Ocupantes presentes (008)",188,184,4
"Vivienda en quinta",,,
"Viviendas particulares (010)",42,31,11
"Ocupantes presentes (011)",135,89,46
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",26,25,1
"Ocupantes presentes (014)",96,92,4
"Choza o cabaña",,,
"Viviendas particulares (016)",10,5,5
"Ocupantes presentes (017)",36,18,18
"Vivienda improvisada",,,
"Viviendas particulares (019)",82,76,6
"Ocupantes presentes (020)",238,219,19
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",9,9,
"Ocupantes presentes (023)",12,12,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",9663,8856,807
"Ocupantes presentes (029)",42551,38960,3591
"Casa independiente",,,
"Viviendas particulares (031)",9451,8663,788
"Ocupantes presentes (032)",41888,38370,3518
"Departamento en edificio",,,
"Viviendas particulares (034)",56,55,1
"Ocupantes presentes (035)",188,184,4
"Vivienda en quinta",,,
"Viviendas particulares (037)",42,31,11
"Ocupantes presentes (038)",135,89,46
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",26,25,1
"Ocupantes presentes (041)",96,92,4
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",82,76,6
"Ocupantes presentes (047)",238,219,19
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",6,6,
"Ocupantes presentes (050)",6,6,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",2319,1976,343
"Ocupantes presentes (056)",10360,8749,1611
"Casa independiente",,,
"Viviendas particulares (058)",2306,1968,338
"Ocupantes presentes (059)",10318,8725,1593
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",10,5,5
"Ocupantes presentes (071)",36,18,18
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",3,3,
"Ocupantes presentes (077)",6,6,
"Otro tipo",,,
