"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUAYTARA (000)",8638,1008,2261,3444,53,1426,70,376
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",33,33,,,,,,
"Profes., científicos e intelectuales (002)",613,544,,65,3,1,,
"Técnicos de nivel medio y trab. asimilados (003)",143,121,,17,3,2,,
"Jefes y empleados de oficina (004)",133,132,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",462,49,19,352,4,38,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2650,,,2618,30,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",744,,664,71,5,4,,
"Obreros construc.,conf.,papel, fab., instr. (008)",475,21,322,129,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2770,56,1197,100,,1347,70,
"Otra (010)",25,25,,,,,,
"Ocupaciñn no especificada (011)",214,27,59,91,5,32,,
"Desocupado (012)",376,,,,,,,376
"Hombres (013)",6236,617,2092,2486,33,704,6,298
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",27,27,,,,,,
"Profes., científicos e intelectuales (015)",325,284,,37,3,1,,
"Técnicos de nivel medio y trab. asimilados (016)",104,88,,13,2,1,,
"Jefes y empleados de oficina (017)",86,85,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",206,34,4,160,,8,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",2016,,,1995,19,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",725,,655,63,4,3,,
"Obreros construc.,conf.,papel, fab., instr. (021)",468,21,316,128,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",1831,36,1063,47,,679,6,
"Otra (023)",25,25,,,,,,
"Ocupaciñn no especificada (024)",125,17,54,42,2,10,,
"Desocupado (025)",298,,,,,,,298
"Mujeres (026)",2402,391,169,958,20,722,64,78
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",6,6,,,,,,
"Profes., científicos e intelectuales (028)",288,260,,28,,,,
"Técnicos de nivel medio y trab. asimilados (029)",39,33,,4,1,1,,
"Jefes y empleados de oficina (030)",47,47,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",256,15,15,192,4,30,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",634,,,623,11,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",19,,9,8,1,1,,
"Obreros construc.,conf.,papel, fab., instr. (034)",7,,6,1,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",939,20,134,53,,668,64,
"Ocupaciñn no especificada (037)",89,10,5,49,3,22,,
"Desocupado (038)",78,,,,,,,78
,,,,,,,,
"URBANA (039)",2558,566,509,1002,20,270,44,147
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",21,21,,,,,,
"Profes., científicos e intelectuales (041)",349,307,,40,1,1,,
"Técnicos de nivel medio y trab. asimilados (042)",77,63,,10,2,2,,
"Jefes y empleados de oficina (043)",83,83,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",237,18,1,194,2,22,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",603,,,593,9,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",70,,39,27,1,3,,
"Obreros construc.,conf.,papel, fab., instr. (047)",169,14,91,63,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",713,26,365,52,,226,44,
"Otra (049)",23,23,,,,,,
"Ocupaciñn no especificada (050)",66,11,13,23,4,15,,
"Desocupado (051)",147,,,,,,,147
"Hombres (052)",1696,328,464,670,10,116,2,106
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",18,18,,,,,,
"Profes., científicos e intelectuales (054)",177,150,,25,1,1,,
"Técnicos de nivel medio y trab. asimilados (055)",50,42,,6,1,1,,
"Jefes y empleados de oficina (056)",51,51,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",99,11,,84,,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",449,,,443,5,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",64,,38,23,,3,,
"Obreros construc.,conf.,papel, fab., instr. (060)",166,14,89,62,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",464,13,326,19,,104,2,
"Otra (062)",23,23,,,,,,
"Ocupaciñn no especificada (063)",29,6,11,8,2,2,,
"Desocupado (064)",106,,,,,,,106
"Mujeres (065)",862,238,45,332,10,154,42,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,3,,,,,,
"Profes., científicos e intelectuales (067)",172,157,,15,,,,
"Técnicos de nivel medio y trab. asimilados (068)",27,21,,4,1,1,,
"Jefes y empleados de oficina (069)",32,32,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",138,7,1,110,2,18,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",154,,,150,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",6,,1,4,1,,,
"Obreros construc.,conf.,papel, fab., instr. (073)",3,,2,1,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",249,13,39,33,,122,42,
"Ocupaciñn no especificada (076)",37,5,2,15,2,13,,
"Desocupado (077)",41,,,,,,,41
,,,,,,,,
"RURAL (078)",6080,442,1752,2442,33,1156,26,229
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",12,12,,,,,,
"Profes., científicos e intelectuales (080)",264,237,,25,2,,,
"Técnicos de nivel medio y trab. asimilados (081)",66,58,,7,1,,,
"Jefes y empleados de oficina (082)",50,49,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",225,31,18,158,2,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2047,,,2025,21,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",674,,625,44,4,1,,
"Obreros construc.,conf.,papel, fab., instr. (086)",306,7,231,66,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",2057,30,832,48,,1121,26,
"Otra (088)",2,2,,,,,,
"Ocupaciñn no especificada (089)",148,16,46,68,1,17,,
"Desocupado (090)",229,,,,,,,229
"Hombres (091)",4540,289,1628,1816,23,588,4,192
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",9,9,,,,,,
"Profes., científicos e intelectuales (093)",148,134,,12,2,,,
"Técnicos de nivel medio y trab. asimilados (094)",54,46,,7,1,,,
"Jefes y empleados de oficina (095)",35,34,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",107,23,4,76,,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",1567,,,1552,14,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",661,,617,40,4,,,
