"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUAMANGA (000)",217703,4186,72312,63344,39922,26371,11568
"Jefe o Jefa (001)",55444,,275,12124,19792,16318,6935
"Esposa(o) / compañera(o) (002)",30683,,89,8507,12378,7648,2061
"Hijo(a) / hijastro(a) (003)",96329,2984,57555,30437,4735,610,8
"Yerno / nuera (004)",2311,,39,1525,669,74,4
"Nieto(a) (005)",9953,886,7588,1407,65,7,
"Padres / suegros (006)",2446,,,,69,556,1821
"Otro(a) pariente (007)",16357,283,6204,6949,1511,813,597
"Trabajador(a) del hogar (008)",423,,47,312,38,23,3
"Pensionistas (009)",147,,9,95,24,12,7
"Otro(a) no pariente (010)",3610,33,506,1988,641,310,132
"Hombres (011)",105320,2180,36751,30555,18578,12283,4973
"Jefe o Jefa (012)",36367,,136,7763,13672,10698,4098
"Esposa(o) / compañera(o) (013)",2878,,49,1098,993,577,161
"Hijo(a) / hijastro(a) (014)",49110,1542,29257,15770,2276,264,1
"Yerno / nuera (015)",1024,,12,540,415,54,3
"Nieto(a) (016)",5186,460,3954,738,29,5,
"Padres / suegros (017)",655,,,,26,143,486
"Otro(a) pariente (018)",8204,157,3091,3598,826,363,169
"Trabajador(a) del hogar (019)",34,,7,21,2,3,1
"Pensionistas (020)",83,,7,55,12,7,2
"Otro(a) no pariente (021)",1779,21,238,972,327,169,52
"Mujeres (022)",112383,2006,35561,32789,21344,14088,6595
"Jefe o Jefa (023)",19077,,139,4361,6120,5620,2837
"Esposa(o) / compañera(o) (024)",27805,,40,7409,11385,7071,1900
"Hijo(a) / hijastro(a) (025)",47219,1442,28298,14667,2459,346,7
"Yerno / nuera (026)",1287,,27,985,254,20,1
"Nieto(a) (027)",4767,426,3634,669,36,2,
"Padres / suegros (028)",1791,,,,43,413,1335
"Otro(a) pariente (029)",8153,126,3113,3351,685,450,428
"Trabajador(a) del hogar (030)",389,,40,291,36,20,2
"Pensionistas (031)",64,,2,40,12,5,5
"Otro(a) no pariente (032)",1831,12,268,1016,314,141,80
,,,,,,,
"URBANA (033)",157988,2901,49407,49128,30322,18949,7281
"Jefe o Jefa (034)",40069,,256,9045,14735,11882,4151
"Esposa(o) / compañera(o) (035)",20969,,62,5696,8913,5151,1147
"Hijo(a) / hijastro(a) (036)",67869,1986,37894,23501,4019,465,4
"Yerno / nuera (037)",1842,,21,1161,591,67,2
"Nieto(a) (038)",7512,683,5700,1075,47,7,
"Padres / suegros (039)",1904,,,,52,435,1417
"Otro(a) pariente (040)",13859,204,4958,6335,1291,636,435
"Trabajador(a) del hogar (041)",412,,47,306,38,18,3
"Pensionistas (042)",139,,8,90,24,11,6
"Otro(a) no pariente (043)",3413,28,461,1919,612,277,116
"Hombres (044)",76057,1506,25072,23531,13929,8918,3101
"Jefe o Jefa (045)",25316,,126,5391,9722,7632,2445
"Esposa(o) / compañera(o) (046)",2298,,41,925,781,443,108
"Hijo(a) / hijastro(a) (047)",34363,1028,19236,11937,1955,207,
"Yerno / nuera (048)",867,,8,433,374,50,2
"Nieto(a) (049)",3899,352,2965,554,23,5,
"Padres / suegros (050)",514,,,,19,115,380
"Otro(a) pariente (051)",7013,109,2465,3281,733,306,119
"Trabajador(a) del hogar (052)",31,,7,20,2,1,1
"Pensionistas (053)",78,,6,51,12,7,2
"Otro(a) no pariente (054)",1678,17,218,939,308,152,44
"Mujeres (055)",81931,1395,24335,25597,16393,10031,4180
"Jefe o Jefa (056)",14753,,130,3654,5013,4250,1706
"Esposa(o) / compañera(o) (057)",18671,,21,4771,8132,4708,1039
"Hijo(a) / hijastro(a) (058)",33506,958,18658,11564,2064,258,4
"Yerno / nuera (059)",975,,13,728,217,17,
"Nieto(a) (060)",3613,331,2735,521,24,2,
"Padres / suegros (061)",1390,,,,33,320,1037
"Otro(a) pariente (062)",6846,95,2493,3054,558,330,316
"Trabajador(a) del hogar (063)",381,,40,286,36,17,2
"Pensionistas (064)",61,,2,39,12,4,4
"Otro(a) no pariente (065)",1735,11,243,980,304,125,72
,,,,,,,
"RURAL (066)",59715,1285,22905,14216,9600,7422,4287
"Jefe o Jefa (067)",15375,,19,3079,5057,4436,2784
"Esposa(o) / compañera(o) (068)",9714,,27,2811,3465,2497,914
"Hijo(a) / hijastro(a) (069)",28460,998,19661,6936,716,145,4
"Yerno / nuera (070)",469,,18,364,78,7,2
"Nieto(a) (071)",2441,203,1888,332,18,,
"Padres / suegros (072)",542,,,,17,121,404
"Otro(a) pariente (073)",2498,79,1246,614,220,177,162
"Trabajador(a) del hogar (074)",11,,,6,,5,
"Pensionistas (075)",8,,1,5,,1,1
"Otro(a) no pariente (076)",197,5,45,69,29,33,16
"Hombres (077)",29263,674,11679,7024,4649,3365,1872
"Jefe o Jefa (078)",11051,,10,2372,3950,3066,1653
"Esposa(o) / compañera(o) (079)",580,,8,173,212,134,53
"Hijo(a) / hijastro(a) (080)",14747,514,10021,3833,321,57,1
"Yerno / nuera (081)",157,,4,107,41,4,1
"Nieto(a) (082)",1287,108,989,184,6,,
"Padres / suegros (083)",141,,,,7,28,106
"Otro(a) pariente (084)",1191,48,626,317,93,57,50
"Trabajador(a) del hogar (085)",3,,,1,,2,
"Pensionistas (086)",5,,1,4,,,
"Otro(a) no pariente (087)",101,4,20,33,19,17,8
"Mujeres (088)",30452,611,11226,7192,4951,4057,2415
"Jefe o Jefa (089)",4324,,9,707,1107,1370,1131
"Esposa(o) / compañera(o) (090)",9134,,19,2638,3253,2363,861
"Hijo(a) / hijastro(a) (091)",13713,484,9640,3103,395,88,3
"Yerno / nuera (092)",312,,14,257,37,3,1
"Nieto(a) (093)",1154,95,899,148,12,,
