"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CARABAYA (000)",63010,17140,20324,13569,8386,3591
"Hombres (001)",32769,8910,10463,7202,4399,1795
"Mujeres (002)",30241,8230,9861,6367,3987,1796
"PEA (003)",27265,690,10048,9368,5575,1584
"Hombres (004)",17485,371,6300,6137,3642,1035
"Mujeres (005)",9780,319,3748,3231,1933,549
"Ocupada (006)",24576,637,8578,8603,5246,1512
"Hombres (007)",15403,343,5247,5486,3352,975
"Mujeres (008)",9173,294,3331,3117,1894,537
"Desocupada (009)",2689,53,1470,765,329,72
"Hombres (010)",2082,28,1053,651,290,60
"Mujeres (011)",607,25,417,114,39,12
"No PEA (012)",35745,16450,10276,4201,2811,2007
"Hombres (013)",15284,8539,4163,1065,757,760
"Mujeres (014)",20461,7911,6113,3136,2054,1247
,,,,,,
"URBANA (018)",25909,7448,8262,5748,3165,1286
"Hombres (019)",13063,3794,4105,2935,1650,579
"Mujeres (020)",12846,3654,4157,2813,1515,707
"PEA (021)",9648,123,3428,3759,1940,398
"Hombres (022)",6182,67,2129,2429,1301,256
"Mujeres (023)",3466,56,1299,1330,639,142
"Ocupada (024)",8154,99,2642,3322,1731,360
"Hombres (025)",5057,56,1586,2072,1117,226
"Mujeres (026)",3097,43,1056,1250,614,134
"Desocupada (027)",1494,24,786,437,209,38
"Hombres (028)",1125,11,543,357,184,30
"Mujeres (029)",369,13,243,80,25,8
"No PEA (030)",16261,7325,4834,1989,1225,888
"Hombres (031)",6881,3727,1976,506,349,323
"Mujeres (032)",9380,3598,2858,1483,876,565
,,,,,,
"RURAL (036)",37101,9692,12062,7821,5221,2305
"Hombres (037)",19706,5116,6358,4267,2749,1216
"Mujeres (038)",17395,4576,5704,3554,2472,1089
"PEA (039)",17617,567,6620,5609,3635,1186
"Hombres (040)",11303,304,4171,3708,2341,779
"Mujeres (041)",6314,263,2449,1901,1294,407
"Ocupada (042)",16422,538,5936,5281,3515,1152
"Hombres (043)",10346,287,3661,3414,2235,749
"Mujeres (044)",6076,251,2275,1867,1280,403
"Desocupada (045)",1195,29,684,328,120,34
"Hombres (046)",957,17,510,294,106,30
"Mujeres (047)",238,12,174,34,14,4
"No PEA (048)",19484,9125,5442,2212,1586,1119
"Hombres (049)",8403,4812,2187,559,408,437
"Mujeres (050)",11081,4313,3255,1653,1178,682
