"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANTABAMBA (000)",10506,4016,910,135,5452
"Hombres (001)",5341,1872,477,74,2922
"Mujeres (002)",5165,2144,433,61,2530
"PEA (003)",4180,840,429,84,2831
"Hombres (004)",2738,429,272,59,1982
"Mujeres (005)",1442,411,157,25,849
"Ocupada (006)",4079,821,424,84,2754
"Hombres (007)",2650,414,270,59,1911
"Mujeres (008)",1429,407,154,25,843
"Desocupada (009)",101,19,5,,77
"Hombres (010)",88,15,2,,71
"Mujeres (011)",13,4,3,,6
"No PEA (012)",6326,3176,481,51,2621
"Hombres (013)",2603,1443,205,15,940
"Mujeres (014)",3723,1733,276,36,1681
,,,,,
"URBANA (018)",7445,2970,774,110,3596
"Hombres (019)",3708,1375,391,57,1888
"Mujeres (020)",3737,1595,383,53,1708
"PEA (021)",2708,556,355,62,1738
"Hombres (022)",1706,285,213,42,1169
"Mujeres (023)",1002,271,142,20,569
"Ocupada (024)",2629,541,351,62,1678
"Hombres (025)",1639,274,212,42,1114
"Mujeres (026)",990,267,139,20,564
"Desocupada (027)",79,15,4,,60
"Hombres (028)",67,11,1,,55
"Mujeres (029)",12,4,3,,5
"No PEA (030)",4737,2414,419,48,1858
"Hombres (031)",2002,1090,178,15,719
"Mujeres (032)",2735,1324,241,33,1139
,,,,,
"RURAL (036)",3061,1046,136,25,1856
"Hombres (037)",1633,497,86,17,1034
"Mujeres (038)",1428,549,50,8,822
"PEA (039)",1472,284,74,22,1093
"Hombres (040)",1032,144,59,17,813
"Mujeres (041)",440,140,15,5,280
"Ocupada (042)",1450,280,73,22,1076
"Hombres (043)",1011,140,58,17,797
"Mujeres (044)",439,140,15,5,279
"Desocupada (045)",22,4,1,,17
"Hombres (046)",21,4,1,,16
"Mujeres (047)",1,,,,1
"No PEA (048)",1589,762,62,3,763
"Hombres (049)",601,353,27,,221
"Mujeres (050)",988,409,35,3,542
