"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SULLANA (000)",251385,51740,78705,59368,43444,18128
"Hombres (001)",124061,26140,38612,28723,21663,8923
"Mujeres (002)",127324,25600,40093,30645,21781,9205
"PEA (003)",99088,1145,32650,36480,24584,4229
"Hombres (004)",72501,888,24167,25846,18163,3437
"Mujeres (005)",26587,257,8483,10634,6421,792
"Ocupada (006)",93468,1058,29751,34917,23680,4062
"Hombres (007)",68338,822,22167,24687,17378,3284
"Mujeres (008)",25130,236,7584,10230,6302,778
"Desocupada (009)",5620,87,2899,1563,904,167
"Hombres (010)",4163,66,2000,1159,785,153
"Mujeres (011)",1457,21,899,404,119,14
"No PEA (012)",152297,50595,46055,22888,18860,13899
"Hombres (013)",51560,25252,14445,2877,3500,5486
"Mujeres (014)",100737,25343,31610,20011,15360,8413
,,,,,,
"URBANA (018)",226169,46103,70689,53858,39403,16116
"Hombres (019)",110784,23245,34406,25874,19480,7779
"Mujeres (020)",115385,22858,36283,27984,19923,8337
"PEA (021)",90013,944,29321,33619,22560,3569
"Hombres (022)",64486,725,21247,23330,16344,2840
"Mujeres (023)",25527,219,8074,10289,6216,729
"Ocupada (024)",84924,882,26699,32186,21732,3425
"Hombres (025)",60786,681,19482,22287,15628,2708
"Mujeres (026)",24138,201,7217,9899,6104,717
"Desocupada (027)",5089,62,2622,1433,828,144
"Hombres (028)",3700,44,1765,1043,716,132
"Mujeres (029)",1389,18,857,390,112,12
"No PEA (030)",136156,45159,41368,20239,16843,12547
"Hombres (031)",46298,22520,13159,2544,3136,4939
"Mujeres (032)",89858,22639,28209,17695,13707,7608
,,,,,,
"RURAL (036)",25216,5637,8016,5510,4041,2012
"Hombres (037)",13277,2895,4206,2849,2183,1144
"Mujeres (038)",11939,2742,3810,2661,1858,868
"PEA (039)",9075,201,3329,2861,2024,660
"Hombres (040)",8015,163,2920,2516,1819,597
"Mujeres (041)",1060,38,409,345,205,63
"Ocupada (042)",8544,176,3052,2731,1948,637
"Hombres (043)",7552,141,2685,2400,1750,576
"Mujeres (044)",992,35,367,331,198,61
"Desocupada (045)",531,25,277,130,76,23
"Hombres (046)",463,22,235,116,69,21
"Mujeres (047)",68,3,42,14,7,2
"No PEA (048)",16141,5436,4687,2649,2017,1352
"Hombres (049)",5262,2732,1286,333,364,547
"Mujeres (050)",10879,2704,3401,2316,1653,805
