"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia CHUPACA",,,,,,,
"Hogares (001)",12882,612,277,152,363,391,11250
"Ocupantes presentes (002)",50902,2399,988,698,1526,1620,44294
"Casa independiente",,,,,,,
"Hogares (004)",12536,594,275,150,348,384,10946
"Ocupantes presentes (005)",49725,2327,980,690,1471,1589,43280
"Departamento en edificio",,,,,,,
"Hogares (007)",22,1,,,1,,20
"Ocupantes presentes (008)",81,7,,,3,,71
"Vivienda en quinta",,,,,,,
"Hogares (010)",70,7,,1,4,2,57
"Ocupantes presentes (011)",315,33,,1,21,8,256
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",54,3,1,,3,2,46
"Ocupantes presentes (014)",240,14,7,,15,9,202
"Choza o cabaña",,,,,,,
"Hogares (016)",176,5,,,7,3,161
"Ocupantes presentes (017)",465,13,,,16,14,422
"Vivienda improvisada",,,,,,,
"Hogares (019)",2,,,,,,2
"Ocupantes presentes (020)",5,,,,,,5
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",21,2,1,1,,,17
"Ocupantes presentes (023)",70,5,1,7,,,57
"Otro tipo",,,,,,,
"Hogares (025)",1,,,,,,1
"Ocupantes presentes (026)",1,,,,,,1
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",7680,454,179,103,221,230,6599
"Ocupantes presentes (029)",30381,1776,653,467,962,969,25974
"Casa independiente",,,,,,,
"Hogares (031)",7512,441,177,101,213,226,6458
"Ocupantes presentes (032)",29675,1717,645,459,923,952,25388
"Departamento en edificio",,,,,,,
"Hogares (034)",22,1,,,1,,20
"Ocupantes presentes (035)",81,7,,,3,,71
"Vivienda en quinta",,,,,,,
"Hogares (037)",70,7,,1,4,2,57
"Ocupantes presentes (038)",315,33,,1,21,8,256
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",54,3,1,,3,2,46
"Ocupantes presentes (041)",240,14,7,,15,9,202
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",2,,,,,,2
"Ocupantes presentes (047)",5,,,,,,5
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",19,2,1,1,,,15
"Ocupantes presentes (050)",64,5,1,7,,,51
"Otro tipo",,,,,,,
"Hogares (052)",1,,,,,,1
"Ocupantes presentes (053)",1,,,,,,1
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",5202,158,98,49,142,161,4651
"Ocupantes presentes (056)",20521,623,335,231,564,651,18320
"Casa independiente",,,,,,,
"Hogares (058)",5024,153,98,49,135,158,4488
"Ocupantes presentes (059)",20050,610,335,231,548,637,17892
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",176,5,,,7,3,161
"Ocupantes presentes (071)",465,13,,,16,14,422
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",2,,,,,,2
"Ocupantes presentes (077)",6,,,,,,6
"Otro tipo",,,,,,,
