"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LIMA (000)",6850191,1147548,2193335,1720703,1274285,514320
"Hombres (001)",3327215,582985,1073512,827930,604600,238188
"Mujeres (002)",3522976,564563,1119823,892773,669685,276132
"PEA (003)",3408878,21361,1205622,1278848,803199,99848
"Hombres (004)",2018280,12156,685915,751695,497765,70749
"Mujeres (005)",1390598,9205,519707,527153,305434,29099
"Ocupada (006)",3286770,19394,1141672,1246213,782778,96713
"Hombres (007)",1947635,11111,650707,733625,483928,68264
"Mujeres (008)",1339135,8283,490965,512588,298850,28449
"Desocupada (009)",122108,1967,63950,32635,20421,3135
"Hombres (010)",70645,1045,35208,18070,13837,2485
"Mujeres (011)",51463,922,28742,14565,6584,650
"No PEA (012)",3441313,1126187,987713,441855,471086,414472
"Hombres (013)",1308935,570829,387597,76235,106835,167439
"Mujeres (014)",2132378,555358,600116,365620,364251,247033
,,,,,,
"URBANA (018)",6841699,1145843,2190525,1718641,1272935,513755
"Hombres (019)",3322714,582138,1072035,826789,603883,237869
"Mujeres (020)",3518985,563705,1118490,891852,669052,275886
"PEA (021)",3404560,21305,1204014,1277338,802294,99609
"Hombres (022)",2015203,12118,684781,750615,497120,70569
"Mujeres (023)",1389357,9187,519233,526723,305174,29040
"Ocupada (024)",3282559,19339,1140121,1244731,781891,96477
"Hombres (025)",1944637,11074,649614,732567,483296,68086
"Mujeres (026)",1337922,8265,490507,512164,298595,28391
"Desocupada (027)",122001,1966,63893,32607,20403,3132
"Hombres (028)",70566,1044,35167,18048,13824,2483
"Mujeres (029)",51435,922,28726,14559,6579,649
"No PEA (030)",3437139,1124538,986511,441303,470641,414146
"Hombres (031)",1307511,570020,387254,76174,106763,167300
"Mujeres (032)",2129628,554518,599257,365129,363878,246846
,,,,,,
"RURAL (036)",8492,1705,2810,2062,1350,565
"Hombres (037)",4501,847,1477,1141,717,319
"Mujeres (038)",3991,858,1333,921,633,246
"PEA (039)",4318,56,1608,1510,905,239
"Hombres (040)",3077,38,1134,1080,645,180
"Mujeres (041)",1241,18,474,430,260,59
"Ocupada (042)",4211,55,1551,1482,887,236
"Hombres (043)",2998,37,1093,1058,632,178
"Mujeres (044)",1213,18,458,424,255,58
"Desocupada (045)",107,1,57,28,18,3
"Hombres (046)",79,1,41,22,13,2
"Mujeres (047)",28,,16,6,5,1
"No PEA (048)",4174,1649,1202,552,445,326
"Hombres (049)",1424,809,343,61,72,139
"Mujeres (050)",2750,840,859,491,373,187
