"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PUERTO INCA (000)",31032,11181,1270,539,18068
"Menos de 1 año (001)",804,611,26,11,156
"De 1 a 14 años (002)",11715,8609,454,221,2446
"De 15 a 29 años (003)",8265,1366,263,128,6512
"De 30 a 44 años (004)",5708,372,344,116,4881
"De 45 a 64 años (005)",3575,167,164,53,3193
"De 65 y mas años (006)",965,56,19,10,880
"Hombres (008)",17013,5649,673,327,10382
"Menos de 1 año (009)",398,294,14,6,84
"De 1 a 14 años (010)",6125,4459,238,107,1329
"De 15 a 29 años (011)",4502,621,115,82,3688
"De 30 a 44 años (012)",3225,159,176,81,2813
"De 45 a 64 años (013)",2176,84,117,43,1934
"De 65 y mas años (014)",587,32,13,8,534
"Mujeres (016)",14019,5532,597,212,7686
"Menos de 1 año (017)",406,317,12,5,72
"De 1 a 14 años (018)",5590,4150,216,114,1117
"De 15 a 29 años (019)",3763,745,148,46,2824
"De 30 a 44 años (020)",2483,213,168,35,2068
"De 45 a 64 años (021)",1399,83,47,10,1259
"De 65 y mas años (022)",378,24,6,2,346
,,,,,
"URBANA (024)",6169,1987,535,133,3517
"Menos de 1 año (025)",145,106,9,1,29
"De 1 a 14 años (026)",2141,1436,158,30,517
"De 15 a 29 años (027)",1611,298,107,49,1158
"De 30 a 44 años (028)",1279,85,163,34,997
"De 45 a 64 años (029)",774,46,88,15,627
"De 65 y mas años (030)",219,16,10,4,189
"Hombres (032)",3218,976,274,92,1879
"Menos de 1 año (033)",75,51,4,1,19
"De 1 a 14 años (034)",1091,734,76,14,267
"De 15 a 29 años (035)",808,127,44,35,603
"De 30 a 44 años (036)",663,32,79,26,526
"De 45 a 64 años (037)",448,23,63,13,351
"De 65 y mas años (038)",133,9,8,3,113
"Mujeres (040)",2951,1011,261,41,1638
"Menos de 1 año (041)",70,55,5,,10
"De 1 a 14 años (042)",1050,702,82,16,250
"De 15 a 29 años (043)",803,171,63,14,555
"De 30 a 44 años (044)",616,53,84,8,471
"De 45 a 64 años (045)",326,23,25,2,276
"De 65 y mas años (046)",86,7,2,1,76
,,,,,
"RURAL (048)",24863,9194,735,406,14551
"Menos de 1 año (049)",659,505,17,10,127
"De 1 a 14 años (050)",9574,7173,296,191,1929
"De 15 a 29 años (051)",6654,1068,156,79,5354
"De 30 a 44 años (052)",4429,287,181,82,3884
"De 45 a 64 años (053)",2801,121,76,38,2566
"De 65 y mas años (054)",746,40,9,6,691
"Hombres (056)",13795,4673,399,235,8503
"Menos de 1 año (057)",323,243,10,5,65
"De 1 a 14 años (058)",5034,3725,162,93,1062
"De 15 a 29 años (059)",3694,494,71,47,3085
"De 30 a 44 años (060)",2562,127,97,55,2287
"De 45 a 64 años (061)",1728,61,54,30,1583
"De 65 y mas años (062)",454,23,5,5,421
"Mujeres (064)",11068,4521,336,171,6048
"Menos de 1 año (065)",336,262,7,5,62
"De 1 a 14 años (066)",4540,3448,134,98,867
"De 15 a 29 años (067)",2960,574,85,32,2269
"De 30 a 44 años (068)",1867,160,84,27,1597
"De 45 a 64 años (069)",1073,60,22,8,983
"De 65 y mas años (070)",292,17,4,1,270
