"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ATALAYA (000)",9243,802,4814,1429,409,146,79,27,7,,1530
"Conviviente (001)",6601,625,3539,966,244,92,45,14,1,,1075
"Separado(a) (002)",419,37,226,71,30,4,1,1,2,,47
"Casado(a) (003)",1286,73,625,257,94,33,20,9,3,,172
"Viudo(a) (004)",379,27,201,52,15,6,9,2,1,,66
"Divorciado(a) (005)",30,3,15,7,1,1,1,,,,2
"Soltero(a) (006)",528,37,208,76,25,10,3,1,,,168
,,,,,,,,,,,
"URBANA (008)",3566,124,1745,809,249,86,45,15,3,,490
"Conviviente (009)",2069,78,1036,481,128,48,23,4,,,271
"Separado(a) (010)",196,5,103,46,20,2,1,1,1,,17
"Casado(a) (011)",812,20,400,194,72,24,15,8,1,,78
"Viudo(a) (012)",135,7,69,26,7,2,3,1,1,,19
"Divorciado(a) (013)",13,,7,4,1,1,,,,,
"Soltero(a) (014)",341,14,130,58,21,9,3,1,,,105
,,,,,,,,,,,
"RURAL (016)",5677,678,3069,620,160,60,34,12,4,,1040
"Conviviente (017)",4532,547,2503,485,116,44,22,10,1,,804
"Separado(a) (018)",223,32,123,25,10,2,,,1,,30
"Casado(a) (019)",474,53,225,63,22,9,5,1,2,,94
"Viudo(a) (020)",244,20,132,26,8,4,6,1,,,47
"Divorciado(a) (021)",17,3,8,3,,,1,,,,2
"Soltero(a) (022)",187,23,78,18,4,1,,,,,63
