"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SAN IGNACIO (000)",121183,7040,36864,23912,18400,14000,9360,6073,5534
"Quechua (001)",85,4,26,18,16,2,10,7,2
"Aymara (002)",27,5,8,8,2,1,1,1,1
"Ashaninca (003)",8,1,2,4,,1,,,
"Otra lengua nativa (004)",935,79,333,200,133,79,52,26,33
"Castellano (005)",119837,6939,36413,23625,18215,13878,9267,6023,5477
"Idioma extranjero (006)",12,,,1,5,1,2,1,2
"Es sordomudo/a (007)",279,12,82,56,29,38,28,15,19
"Hombres (009)",64598,3608,19119,13053,9722,7511,5107,3371,3107
"Quechua (010)",52,4,16,13,7,1,5,6,
"Aymara (011)",19,3,7,5,2,1,1,,
"Ashaninca (012)",2,,,1,,1,,,
"Otra lengua nativa (013)",483,40,155,106,75,43,33,14,17
"Castellano (014)",63890,3552,18906,12897,9615,7442,5052,3346,3080
"Idioma extranjero (015)",4,,,1,2,,1,,
"Es sordomudo/a (016)",148,9,35,30,21,23,15,5,10
"Mujeres (018)",56585,3432,17745,10859,8678,6489,4253,2702,2427
"Quechua (019)",33,,10,5,9,1,5,1,2
"Aymara (020)",8,2,1,3,,,,1,1
"Ashaninca (021)",6,1,2,3,,,,,
"Otra lengua nativa (022)",452,39,178,94,58,36,19,12,16
"Castellano (023)",55947,3387,17507,10728,8600,6436,4215,2677,2397
"Idioma extranjero (024)",8,,,,3,1,1,1,2
"Es sordomudo/a (025)",131,3,47,26,8,15,13,10,9
,,,,,,,,,
"URBANA (027)",19362,812,5070,4095,3217,2557,1691,1006,914
"Quechua (028)",13,,5,2,3,,1,2,
"Aymara (029)",3,,1,1,1,,,,
"Otra lengua nativa (031)",9,,,4,2,1,2,,
"Castellano (032)",19288,811,5052,4080,3200,2550,1683,1001,911
"Idioma extranjero (033)",12,,,1,5,1,2,1,2
"Es sordomudo/a (034)",37,1,12,7,6,5,3,2,1
"Hombres (036)",9893,412,2532,2095,1578,1306,934,545,491
"Quechua (037)",10,,4,2,2,,1,1,
"Aymara (038)",2,,,1,1,,,,
"Otra lengua nativa (040)",7,,,3,2,,2,,
"Castellano (041)",9853,412,2524,2085,1566,1304,928,543,491
"Idioma extranjero (042)",4,,,1,2,,1,,
"Es sordomudo/a (043)",17,,4,3,5,2,2,1,
"Mujeres (045)",9469,400,2538,2000,1639,1251,757,461,423
"Quechua (046)",3,,1,,1,,,1,
"Aymara (047)",1,,1,,,,,,
"Otra lengua nativa (049)",2,,,1,,1,,,
"Castellano (050)",9435,399,2528,1995,1634,1246,755,458,420
"Idioma extranjero (051)",8,,,,3,1,1,1,2
"Es sordomudo/a (052)",20,1,8,4,1,3,1,1,1
,,,,,,,,,
"RURAL (054)",101821,6228,31794,19817,15183,11443,7669,5067,4620
"Quechua (055)",72,4,21,16,13,2,9,5,2
"Aymara (056)",24,5,7,7,1,1,1,1,1
"Ashaninca (057)",8,1,2,4,,1,,,
"Otra lengua nativa (058)",926,79,333,196,131,78,50,26,33
"Castellano (059)",100549,6128,31361,19545,15015,11328,7584,5022,4566
"Es sordomudo/a (061)",242,11,70,49,23,33,25,13,18
"Hombres (063)",54705,3196,16587,10958,8144,6205,4173,2826,2616
"Quechua (064)",42,4,12,11,5,1,4,5,
"Aymara (065)",17,3,7,4,1,1,1,,
"Ashaninca (066)",2,,,1,,1,,,
"Otra lengua nativa (067)",476,40,155,103,73,43,31,14,17
"Castellano (068)",54037,3140,16382,10812,8049,6138,4124,2803,2589
"Es sordomudo/a (070)",131,9,31,27,16,21,13,4,10
"Mujeres (072)",47116,3032,15207,8859,7039,5238,3496,2241,2004
"Quechua (073)",30,,9,5,8,1,5,,2
"Aymara (074)",7,2,,3,,,,1,1
"Ashaninca (075)",6,1,2,3,,,,,
"Otra lengua nativa (076)",450,39,178,93,58,35,19,12,16
"Castellano (077)",46512,2988,14979,8733,6966,5190,3460,2219,1977
"Es sordomudo/a (079)",111,2,39,22,7,12,12,9,8
