"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TAHUAMANU (000)",141,41,100
"Primaria (003)",13,4,9
"Secundaria (004)",89,26,63
"Superior no univ. incompleta (005)",16,7,9
"Superior no univ. completa (006)",7,2,5
"Superior univ. incompleta (007)",10,,10
"Superior univ. completa (008)",6,2,4
"De 14 a 29 años (010)",90,32,58
"Primaria (013)",5,4,1
"Secundaria (014)",60,21,39
"Superior no univ. incompleta (015)",14,6,8
"Superior no univ. completa (016)",4,,4
"Superior univ. incompleta (017)",6,,6
"Superior univ. completa (018)",1,1,
"De 30 a 44 años (020)",39,9,30
"Primaria (023)",5,,5
"Secundaria (024)",23,5,18
"Superior no univ. incompleta (025)",1,1,
"Superior no univ. completa (026)",2,2,
"Superior univ. incompleta (027)",3,,3
"Superior univ. completa (028)",5,1,4
"De 45 a 64 años (030)",12,,12
"Primaria (033)",3,,3
"Secundaria (034)",6,,6
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",1,,1
,,,
"AREA URBANA (050)",128,39,89
"Primaria (053)",12,4,8
"Secundaria (054)",82,26,56
"Superior no univ. incompleta (055)",12,6,6
"Superior no univ. completa (056)",6,1,5
"Superior univ. incompleta (057)",10,,10
"Superior univ. completa (058)",6,2,4
"De 14 a 29 años (060)",83,31,52
"Primaria (063)",5,4,1
"Secundaria (064)",56,21,35
"Superior no univ. incompleta (065)",11,5,6
"Superior no univ. completa (066)",4,,4
"Superior univ. incompleta (067)",6,,6
"Superior univ. completa (068)",1,1,
"De 30 a 44 años (070)",35,8,27
"Primaria (073)",4,,4
"Secundaria (074)",21,5,16
"Superior no univ. incompleta (075)",1,1,
"Superior no univ. completa (076)",1,1,
"Superior univ. incompleta (077)",3,,3
"Superior univ. completa (078)",5,1,4
"De 45 a 64 años (080)",10,,10
"Primaria (083)",3,,3
"Secundaria (084)",5,,5
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",1,,1
,,,
"AREA RURAL (100)",13,2,11
"Primaria (103)",1,,1
"Secundaria (104)",7,,7
"Superior no univ. incompleta (105)",4,1,3
"Superior no univ. completa (106)",1,1,
"De 14 a 29 años (110)",7,1,6
"Secundaria (114)",4,,4
"Superior no univ. incompleta (115)",3,1,2
"De 30 a 44 años (120)",4,1,3
"Primaria (123)",1,,1
"Secundaria (124)",2,,2
"Superior no univ. completa (126)",1,1,
"De 45 a 64 años (130)",2,,2
"Secundaria (134)",1,,1
"Superior no univ. incompleta (135)",1,,1
